uuid,title,item_type,series,year,month,raw_row_number,candidate_key,source_url_veritas,year_source_type,year_source_detail
131,Relativism vs Reality,lecture,Spiritual Reality & Modern Man,2007,04,145,,https://veritaspub.com/product/2007-04-relativism-vs-reality-april-2007/,ledger_user_input,ledger raw_row 145 proposed_year=2007 proposed_month=
132,Relativism vs Reality,lecture,Spiritual Reality & Modern Man,2007,04,146,,https://veritaspub.com/product/2007-04-relativism-vs-reality-april-2007/,ledger_user_input,ledger raw_row 146 proposed_year=2007 proposed_month=
133,What is 'Real'?,lecture,Spiritual Reality & Modern Man,2007,06,147,,https://veritaspub.com/product/2007-06-what-is-real-june-2007/,ledger_user_input,ledger raw_row 147 proposed_year=2007 proposed_month=06
134,What is 'Real'?,lecture,Spiritual Reality & Modern Man,2007,06,148,,https://veritaspub.com/product/2007-06-what-is-real-june-2007/,ledger_user_input,ledger raw_row 148 proposed_year=2007 proposed_month=06
135,What is 'Real'?,lecture,Spiritual Reality & Modern Man,2007,06,149,,https://veritaspub.com/product/2007-06-what-is-real-june-2007/,ledger_user_input,ledger raw_row 149 proposed_year=2007 proposed_month=06
136,What is Truth? The Absolute,lecture,Spiritual Reality & Modern Man,2007,07,150,,https://veritaspub.com/product/2007-07-what-is-truth-the-absolute-july-2007/,ledger_user_input,ledger raw_row 150 proposed_year=2007 proposed_month=07
137,What is Truth? The Absolute,lecture,Spiritual Reality & Modern Man,2007,07,151,,https://veritaspub.com/product/2007-07-what-is-truth-the-absolute-july-2007/,ledger_user_input,ledger raw_row 151 proposed_year=2007 proposed_month=07
138,What is Truth? The Absolute,lecture,Spiritual Reality & Modern Man,2007,07,152,,https://veritaspub.com/product/2007-07-what-is-truth-the-absolute-july-2007/,ledger_user_input,ledger raw_row 152 proposed_year=2007 proposed_month=07
139,The Human Dilemma,lecture,Spiritual Reality & Modern Man,2007,08,153,,https://veritaspub.com/product/2007-08-the-human-dilemma-aug-2007/,ledger_user_input,ledger raw_row 153 proposed_year=2007 proposed_month=08
140,The Human Dilemma,lecture,Spiritual Reality & Modern Man,2007,08,154,,https://veritaspub.com/product/2007-08-the-human-dilemma-aug-2007/,ledger_user_input,ledger raw_row 154 proposed_year=2007 proposed_month=08
141,The Human Dilemma,lecture,Spiritual Reality & Modern Man,2007,08,155,,https://veritaspub.com/product/2007-08-the-human-dilemma-aug-2007/,ledger_user_input,ledger raw_row 155 proposed_year=2007 proposed_month=08
142,A Review of the Work,lecture,Spiritual Reality & Modern Man,2007,09,156,,https://veritaspub.com/product/2007-09-a-review-of-the-work/,ledger_user_input,ledger raw_row 156 proposed_year=2007 proposed_month=09
143,A Review of the Work,lecture,Spiritual Reality & Modern Man,2007,09,157,,https://veritaspub.com/product/2007-09-a-review-of-the-work/,ledger_user_input,ledger raw_row 157 proposed_year=2007 proposed_month=09
144,A Review of the Work,lecture,Spiritual Reality & Modern Man,2007,09,158,,https://veritaspub.com/product/2007-09-a-review-of-the-work/,ledger_user_input,ledger raw_row 158 proposed_year=2007 proposed_month=09
145,Creation vs Evolution,lecture,Spiritual Reality & Modern Man,2007,10,159,,https://veritaspub.com/product/2007-10-creation-vs-evolution-2007-oct/,ledger_user_input,ledger raw_row 159 proposed_year=2007 proposed_month=10
146,Creation vs Evolution,lecture,Spiritual Reality & Modern Man,2007,10,160,,https://veritaspub.com/product/2007-10-creation-vs-evolution-2007-oct/,ledger_user_input,ledger raw_row 160 proposed_year=2007 proposed_month=10
147,Creation vs Evolution,lecture,Spiritual Reality & Modern Man,2007,10,161,,https://veritaspub.com/product/2007-10-creation-vs-evolution-2007-oct/,ledger_user_input,ledger raw_row 161 proposed_year=2007 proposed_month=10
148,Spiritual Survival: Realization of Reality,lecture,Spiritual Reality & Modern Man,2007,11,162,,https://veritaspub.com/product/2007-11-spiritual-survival-realization-of-reality-nov-2007/,ledger_user_input,ledger raw_row 162 proposed_year=2007 proposed_month=11
149,Spiritual Survival: Realization of Reality,lecture,Spiritual Reality & Modern Man,2007,11,163,,https://veritaspub.com/product/2007-11-spiritual-survival-realization-of-reality-nov-2007/,ledger_user_input,ledger raw_row 163 proposed_year=2007 proposed_month=11
150,Spiritual Survival: Realization of Reality,lecture,Spiritual Reality & Modern Man,2007,11,164,,https://veritaspub.com/product/2007-11-spiritual-survival-realization-of-reality-nov-2007/,ledger_user_input,ledger raw_row 164 proposed_year=2007 proposed_month=11
151,Experiential Reality: The Mystic,lecture,Spiritual Reality & Modern Man,2007,12,165,,https://veritaspub.com/product/2007-12-experiential-reality-the-mystic-dec-2007/,ledger_user_input,ledger raw_row 165 proposed_year=2007 proposed_month=12
152,Experiential Reality: The Mystic,lecture,Spiritual Reality & Modern Man,2007,12,166,,https://veritaspub.com/product/2007-12-experiential-reality-the-mystic-dec-2007/,ledger_user_input,ledger raw_row 166 proposed_year=2007 proposed_month=12
153,Experiential Reality: The Mystic,lecture,Spiritual Reality & Modern Man,2007,12,167,,https://veritaspub.com/product/2007-12-experiential-reality-the-mystic-dec-2007/,ledger_user_input,ledger raw_row 167 proposed_year=2007 proposed_month=12
154,Spirituality: Reason and Faith,lecture,Advanced Spiritual Awareness,2008,01,169,,https://veritaspub.com/product/2008-01-spirituality-reason-and-faith-jan-2008/,ledger_user_input,ledger raw_row 169 proposed_year=2008 proposed_month=01
155,Spirituality: Reason and Faith,lecture,Advanced Spiritual Awareness,2008,01,170,,https://veritaspub.com/product/2008-01-spirituality-reason-and-faith-jan-2008/,ledger_user_input,ledger raw_row 170 proposed_year=2008 proposed_month=01
156,Spirituality: Reason and Faith,lecture,Advanced Spiritual Awareness,2008,01,171,,https://veritaspub.com/product/2008-01-spirituality-reason-and-faith-jan-2008/,ledger_user_input,ledger raw_row 171 proposed_year=2008 proposed_month=01
157,The Clear Pathway to Enlightenment,lecture,Advanced Spiritual Awareness,2008,03,172,,https://veritaspub.com/product/2008-03-the-clear-pathway-to-enlightenment-march-2008/,ledger_user_input,ledger raw_row 172 proposed_year=2008 proposed_month=03
158,The Clear Pathway to Enlightenment,lecture,Advanced Spiritual Awareness,2008,03,173,,https://veritaspub.com/product/2008-03-the-clear-pathway-to-enlightenment-march-2008/,ledger_user_input,ledger raw_row 173 proposed_year=2008 proposed_month=03
159,The Clear Pathway to Enlightenment,lecture,Advanced Spiritual Awareness,2008,03,174,,https://veritaspub.com/product/2008-03-the-clear-pathway-to-enlightenment-march-2008/,ledger_user_input,ledger raw_row 174 proposed_year=2008 proposed_month=03
160,"Belief, Trust and Credibility",lecture,Advanced Spiritual Awareness,2008,06,175,,https://veritaspub.com/product/2008-06-belief-trust-and-credibility-june-2008/,ledger_user_input,ledger raw_row 175 proposed_year=2008 proposed_month=06
161,"Belief, Trust and Credibility",lecture,Advanced Spiritual Awareness,2008,06,176,,https://veritaspub.com/product/2008-06-belief-trust-and-credibility-june-2008/,ledger_user_input,ledger raw_row 176 proposed_year=2008 proposed_month=06
162,"Belief, Trust and Credibility",lecture,Advanced Spiritual Awareness,2008,06,177,,https://veritaspub.com/product/2008-06-belief-trust-and-credibility-june-2008/,ledger_user_input,ledger raw_row 177 proposed_year=2008 proposed_month=06
163,"Overcoming Doubt, Skepticism & Disbelief",lecture,Advanced Spiritual Awareness,2008,08,178,,https://veritaspub.com/product/2008-08-overcoming-doubt-skepticism-disbelief-aug-2008/,ledger_user_input,ledger raw_row 178 proposed_year=2008 proposed_month=08
164,"Overcoming Doubt, Skepticism & Disbelief",lecture,Advanced Spiritual Awareness,2008,08,179,,https://veritaspub.com/product/2008-08-overcoming-doubt-skepticism-disbelief-aug-2008/,ledger_user_input,ledger raw_row 179 proposed_year=2008 proposed_month=08
165,"Overcoming Doubt, Skepticism & Disbelief",lecture,Advanced Spiritual Awareness,2008,08,180,,https://veritaspub.com/product/2008-08-overcoming-doubt-skepticism-disbelief-aug-2008/,ledger_user_input,ledger raw_row 180 proposed_year=2008 proposed_month=08
166,Practical Spirituality,lecture,Advanced Spiritual Awareness,2008,10,181,,https://veritaspub.com/product/2008-10-practical-spirituality-oct-2008/,ledger_user_input,ledger raw_row 181 proposed_year=2008 proposed_month=10
167,Practical Spirituality,lecture,Advanced Spiritual Awareness,2008,10,182,,https://veritaspub.com/product/2008-10-practical-spirituality-oct-2008/,ledger_user_input,ledger raw_row 182 proposed_year=2008 proposed_month=10
168,Practical Spirituality,lecture,Advanced Spiritual Awareness,2008,10,183,,https://veritaspub.com/product/2008-10-practical-spirituality-oct-2008/,ledger_user_input,ledger raw_row 183 proposed_year=2008 proposed_month=10
169,Freedom: Morality and Ethics,lecture,Advanced Spiritual Awareness,2008,11,184,,https://veritaspub.com/product/2008-11-freedom-morality-and-ethics-nov-2008/,ledger_user_input,ledger raw_row 184 proposed_year=2008 proposed_month=11
170,Freedom: Morality and Ethics,lecture,Advanced Spiritual Awareness,2008,11,185,,https://veritaspub.com/product/2008-11-freedom-morality-and-ethics-nov-2008/,ledger_user_input,ledger raw_row 185 proposed_year=2008 proposed_month=11
171,Freedom: Morality and Ethics,lecture,Advanced Spiritual Awareness,2008,11,186,,https://veritaspub.com/product/2008-11-freedom-morality-and-ethics-nov-2008/,ledger_user_input,ledger raw_row 186 proposed_year=2008 proposed_month=11
172,A Unique Sedona Seminar,lecture,Advanced Spiritual Awareness,2008,12,187,,https://veritaspub.com/product/2008-12-a-unique-sedona-seminar-dec-2008/,ledger_user_input,ledger raw_row 187 proposed_year=2008 proposed_month=12
173,A Unique Sedona Seminar,lecture,Advanced Spiritual Awareness,2008,12,188,,https://veritaspub.com/product/2008-12-a-unique-sedona-seminar-dec-2008/,ledger_user_input,ledger raw_row 188 proposed_year=2008 proposed_month=12
174,A Unique Sedona Seminar,lecture,Advanced Spiritual Awareness,2008,12,189,,https://veritaspub.com/product/2008-12-a-unique-sedona-seminar-dec-2008/,ledger_user_input,ledger raw_row 189 proposed_year=2008 proposed_month=12
175,What is the World?,lecture,In the World but Not of It,2009,02,191,,https://veritaspub.com/product/2009-02-what-is-the-world-february-2009/,ledger_user_input,ledger raw_row 191 proposed_year=2009 proposed_month=02
176,What is the World?,lecture,In the World but Not of It,2009,02,192,,https://veritaspub.com/product/2009-02-what-is-the-world-february-2009/,ledger_user_input,ledger raw_row 192 proposed_year=2009 proposed_month=02
177,What is the World?,lecture,In the World but Not of It,2009,02,193,,https://veritaspub.com/product/2009-02-what-is-the-world-february-2009/,ledger_user_input,ledger raw_row 193 proposed_year=2009 proposed_month=02
178,Happiness,lecture,In the World but Not of It,2009,04,194,,https://veritaspub.com/product/2009-04-happiness-april-2009/,ledger_user_input,ledger raw_row 194 proposed_year=2009 proposed_month=04
179,Happiness,lecture,In the World but Not of It,2009,04,195,,https://veritaspub.com/product/2009-04-happiness-april-2009/,ledger_user_input,ledger raw_row 195 proposed_year=2009 proposed_month=04
180,Happiness,lecture,In the World but Not of It,2009,04,196,,https://veritaspub.com/product/2009-04-happiness-april-2009/,ledger_user_input,ledger raw_row 196 proposed_year=2009 proposed_month=04
181,Peace,lecture,In the World but Not of It,2009,08,197,,https://veritaspub.com/product/2009-08-peace-august-2009/,ledger_user_input,ledger raw_row 197 proposed_year=2009 proposed_month=08
182,Peace,lecture,In the World but Not of It,2009,08,198,,https://veritaspub.com/product/2009-08-peace-august-2009/,ledger_user_input,ledger raw_row 198 proposed_year=2009 proposed_month=08
183,Peace,lecture,In the World but Not of It,2009,08,199,,https://veritaspub.com/product/2009-08-peace-august-2009/,ledger_user_input,ledger raw_row 199 proposed_year=2009 proposed_month=08
184,Success,lecture,In the World but Not of It,2009,10,200,,https://veritaspub.com/product/2009-10-success-october-2009/,ledger_user_input,ledger raw_row 200 proposed_year=2009 proposed_month=10
185,Success,lecture,In the World but Not of It,2009,10,201,,https://veritaspub.com/product/2009-10-success-october-2009/,ledger_user_input,ledger raw_row 201 proposed_year=2009 proposed_month=10
186,Success,lecture,In the World but Not of It,2009,10,202,,https://veritaspub.com/product/2009-10-success-october-2009/,ledger_user_input,ledger raw_row 202 proposed_year=2009 proposed_month=10
187,Handling Spiritual Challenges,lecture,Practical Spirituality,2010,04,204,,https://veritaspub.com/product/2010-04-handling-spiritual-challenges-april-2010/,ledger_user_input,ledger raw_row 204 proposed_year=2010 proposed_month=04
188,Handling Spiritual Challenges,lecture,Practical Spirituality,2010,04,205,,https://veritaspub.com/product/2010-04-handling-spiritual-challenges-april-2010/,ledger_user_input,ledger raw_row 205 proposed_year=2010 proposed_month=04
189,Handling Spiritual Challenges,lecture,Practical Spirituality,2010,04,206,,https://veritaspub.com/product/2010-04-handling-spiritual-challenges-april-2010/,ledger_user_input,ledger raw_row 206 proposed_year=2010 proposed_month=04
190,Spiritual Life In Today's World,lecture,Practical Spirituality,2010,10,207,,https://veritaspub.com/product/2010-10-spiritual-life-in-todays-world-oct-2010/,ledger_user_input,ledger raw_row 207 proposed_year=2010 proposed_month=10
191,Spiritual Life In Today's World,lecture,Practical Spirituality,2010,10,208,,https://veritaspub.com/product/2010-10-spiritual-life-in-todays-world-oct-2010/,ledger_user_input,ledger raw_row 208 proposed_year=2010 proposed_month=10
192,Spiritual Life In Today's World,lecture,Practical Spirituality,2010,10,209,,https://veritaspub.com/product/2010-10-spiritual-life-in-todays-world-oct-2010/,ledger_user_input,ledger raw_row 209 proposed_year=2010 proposed_month=10
193,Most Valuable Qualities for a Spiritual Seeker,lecture,Love & Spiritual Seeker Qualities,2011,05,211,,https://veritaspub.com/product/2011-05-most-valuable-qualities-for-a-spiritual-seeker-may-2011/,ledger_user_input,ledger raw_row 211 proposed_year=2011 proposed_month=05
194,Most Valuable Qualities for a Spiritual Seeker,lecture,Love & Spiritual Seeker Qualities,2011,05,212,,https://veritaspub.com/product/2011-05-most-valuable-qualities-for-a-spiritual-seeker-may-2011/,ledger_user_input,ledger raw_row 212 proposed_year=2011 proposed_month=05
195,Most Valuable Qualities for a Spiritual Seeker,lecture,Love & Spiritual Seeker Qualities,2011,05,213,,https://veritaspub.com/product/2011-05-most-valuable-qualities-for-a-spiritual-seeker-may-2011/,ledger_user_input,ledger raw_row 213 proposed_year=2011 proposed_month=05
196,Love,lecture,Love & Spiritual Seeker Qualities,2011,09,214,,https://veritaspub.com/product/2011-09-love-sept-2011/,ledger_user_input,ledger raw_row 214 proposed_year=2011 proposed_month=09
197,Love,lecture,Love & Spiritual Seeker Qualities,2011,09,215,,https://veritaspub.com/product/2011-09-love-sept-2011/,ledger_user_input,ledger raw_row 215 proposed_year=2011 proposed_month=09
198,Love,lecture,Love & Spiritual Seeker Qualities,2011,09,216,,https://veritaspub.com/product/2011-09-love-sept-2011/,ledger_user_input,ledger raw_row 216 proposed_year=2011 proposed_month=09
199,Q&A Session (Jan 2011),lecture,Satsang Series,2011,01,218,,https://veritaspub.com/product/2011-01-question-answer-session-jan-2011/,ledger_user_input,ledger raw_row 218 proposed_year=2011 proposed_month=
200,Q&A Session (Mar 2011),lecture,Satsang Series,2011,03,219,,https://veritaspub.com/product/2011-03-question-and-answer-session-march-2011/,ledger_user_input,ledger raw_row 219 proposed_year=2011 proposed_month=
201,Q&A Session (Jul 2011),lecture,Satsang Series,2011,07,220,,https://veritaspub.com/product/2011-07-question-and-answer-session-july-2011/,ledger_user_input,ledger raw_row 220 proposed_year=2011 proposed_month=
202,Volume I-Power vs Force (Part 1),lecture,Volume Series,,,223,,https://veritaspub.com/product/volume-i-power-vs-force-muscle-testing-video/,blank_intentional_pre2000,Volume Series intentionally blank pre-2000 per owner ruling
203,Volume I-David Hawkins -Applied Kinesiology-Power vs Force - Part 2,lecture,Volume Series,,,224,,https://veritaspub.com/product/volume-i-power-vs-force-muscle-testing-video/,blank_intentional_pre2000,Volume Series intentionally blank pre-2000 per owner ruling
204,Volume II-Consciousness and Addiction,lecture,Volume Series,,,225,,https://veritaspub.com/product/vol-ii-consciousness-and-addiction/,blank_intentional_pre2000,Volume Series intentionally blank pre-2000 per owner ruling
205,Volume II-Consciousness and Addiction,lecture,Volume Series,,,226,,https://veritaspub.com/product/vol-ii-consciousness-and-addiction/,blank_intentional_pre2000,Volume Series intentionally blank pre-2000 per owner ruling
206,Volume III-Advanced States of Consciousness,lecture,Volume Series,,,227,,https://veritaspub.com/product/volume-iii-advanced-states-of-consciousness/,blank_intentional_pre2000,Volume Series intentionally blank pre-2000 per owner ruling
207,Volume III-Advanced States of Consciousness,lecture,Volume Series,,,228,,https://veritaspub.com/product/volume-iii-advanced-states-of-consciousness/,blank_intentional_pre2000,Volume Series intentionally blank pre-2000 per owner ruling
208,Volume IV-How to Tell the Truth about Anything (Part 1),lecture,Volume Series,,,229,,https://veritaspub.com/product/volume-iv-consciousness-how-to-tell-the-truth-about-anything-video/,blank_intentional_pre2000,Volume Series intentionally blank pre-2000 per owner ruling
209,Volume IV-How to Tell the Truth about Anything (Part 2),lecture,Volume Series,,,230,,https://veritaspub.com/product/volume-iv-consciousness-how-to-tell-the-truth-about-anything-video/,blank_intentional_pre2000,Volume Series intentionally blank pre-2000 per owner ruling
210,Volume V-Undoing the Barriers to Spiritual Progress,lecture,Volume Series,,,231,,https://veritaspub.com/product/volume-v-undoing-the-barriers-to-spiritual-progress-video/,blank_intentional_pre2000,Volume Series intentionally blank pre-2000 per owner ruling
211,Volume V-Undoing the Barriers to Spiritual Progress,lecture,Volume Series,,,232,,https://veritaspub.com/product/volume-v-undoing-the-barriers-to-spiritual-progress-video/,blank_intentional_pre2000,Volume Series intentionally blank pre-2000 per owner ruling
212,Volume V-Undoing the Barriers to Spiritual Progress,lecture,Volume Series,,,233,,https://veritaspub.com/product/volume-v-undoing-the-barriers-to-spiritual-progress-video/,blank_intentional_pre2000,Volume Series intentionally blank pre-2000 per owner ruling
213,Volume VI-How to Raise Your Level of Consciousness,lecture,Volume Series,,,234,,https://veritaspub.com/product/vol-vi-how-to-raise-your-level-of-consciousness/,blank_intentional_pre2000,Volume Series intentionally blank pre-2000 per owner ruling
214,Volume VII A-Conversation with Knowingness,lecture,Volume Series,,,235,,https://veritaspub.com/product/vol-vii-a-conversation-with-knowingness/,blank_intentional_pre2000,Volume Series intentionally blank pre-2000 per owner ruling
215,Become That Which You Are (June 2004) PART1,lecture,On The Road Talk Series,2004,06,239,,https://veritaspub.com/product/become-that-which-you-are-3/,ledger_user_input,ledger raw_row 239 proposed_year=2004 proposed_month=06
216,Become That Which You Are (June 2004) PART2,lecture,On The Road Talk Series,2004,06,240,,https://veritaspub.com/product/become-that-which-you-are-3/,ledger_user_input,ledger raw_row 240 proposed_year=2004 proposed_month=06
217,Become That Which You Are (June 2004) PART3,lecture,On The Road Talk Series,2004,06,241,,https://veritaspub.com/product/become-that-which-you-are-3/,ledger_user_input,ledger raw_row 241 proposed_year=2004 proposed_month=06
218,Love is a Way of Being (January 2004) PART1,lecture,On The Road Talk Series,2004,01,242,,https://veritaspub.com/product/love-is-a-way-of-being/,ledger_user_input,ledger raw_row 242 proposed_year=2004 proposed_month=01
219,Love is a Way of Being (January 2004) PART2,lecture,On The Road Talk Series,2004,01,243,,https://veritaspub.com/product/love-is-a-way-of-being/,ledger_user_input,ledger raw_row 243 proposed_year=2004 proposed_month=01
220,Love is a Way of Being (January 2004) PART3,lecture,On The Road Talk Series,2004,01,244,,https://veritaspub.com/product/love-is-a-way-of-being/,ledger_user_input,ledger raw_row 244 proposed_year=2004 proposed_month=01
221,Progressive Levels of Consciousness - A Special Talk Presented in Oxford (2003),lecture,On The Road Talk Series,2003,,245,,,ledger_user_input,ledger raw_row 245 proposed_year=2003 proposed_month=
222,The Presence of Spiritual Awareness,lecture,On The Road Talk Series,2004,,246,,https://veritaspub.com/product/the-presence-of-spiritual-awareness/,ledger_user_input,ledger raw_row 246 proposed_year=2004 proposed_month=
223,The Presence of Spiritual Awareness,lecture,On The Road Talk Series,2004,,247,,https://veritaspub.com/product/the-presence-of-spiritual-awareness/,ledger_user_input,ledger raw_row 247 proposed_year=2004 proposed_month=
224,The Presence of Spiritual Awareness,lecture,On The Road Talk Series,2004,,248,,https://veritaspub.com/product/the-presence-of-spiritual-awareness/,ledger_user_input,ledger raw_row 248 proposed_year=2004 proposed_month=
225,Devotion to Truth,lecture,On The Road Talk Series,,,249,,,blank_under_investigation,ledger raw 249 proposed_year blank remains blank series=On The Road Talk Series
226,"Mind, Heart, and Service PART1",lecture,On The Road Talk Series,,,250,,,blank_under_investigation,ledger raw 250 proposed_year blank remains blank series=On The Road Talk Series
227,"Mind, Heart, and Service PART2",lecture,On The Road Talk Series,,,251,,,blank_under_investigation,ledger raw 251 proposed_year blank remains blank series=On The Road Talk Series
228,Spiritual Will PART1,lecture,On The Road Talk Series,2023,02,252,,https://veritaspub.com/product/spiritual-will-a-inspiring-q-a-session-with-dr-hawkins/,veritas_published_date_backfill,"ledger blank, backfilled from Veritas product 52945 published_date 2023-02-11"
229,Spiritual Will PART2,lecture,On The Road Talk Series,2023,02,253,,https://veritaspub.com/product/spiritual-will-a-inspiring-q-a-session-with-dr-hawkins/,veritas_published_date_backfill,"ledger blank, backfilled from Veritas product 52945 published_date 2023-02-11"
230,Verification of Spiritual Realities,lecture,On The Road Talk Series,2014,01,254,,https://veritaspub.com/product/verification-of-spiritual-realities/,veritas_published_date_backfill,"ledger blank, backfilled from Veritas product 1830 published_date 2014-01-21"
231,Verification of Spiritual Realities,lecture,On The Road Talk Series,2014,01,255,,https://veritaspub.com/product/verification-of-spiritual-realities/,veritas_published_date_backfill,"ledger blank, backfilled from Veritas product 1830 published_date 2014-01-21"
232,Verification of Spiritual Realities,lecture,On The Road Talk Series,2014,01,256,,https://veritaspub.com/product/verification-of-spiritual-realities/,veritas_published_date_backfill,"ledger blank, backfilled from Veritas product 1830 published_date 2014-01-21"
233,A-01 Office Series-Stress,lecture,Office Series,198X,,260,,https://veritaspub.com/product/stress/,ledger_user_input,ledger raw_row 260 proposed_year=198X proposed_month=
234,A-02 Office Series-Health,lecture,Office Series,198X,,261,,https://veritaspub.com/product/health/,ledger_user_input,ledger raw_row 261 proposed_year=198X proposed_month=
235,A-03 Office Series-Spiritual First Aid,lecture,Office Series,198X,,262,,https://veritaspub.com/product/spiritual-first-aid-2/,ledger_user_input,ledger raw_row 262 proposed_year=198X proposed_month=
236,A-04 Office Series-Sexuality,lecture,Office Series,198X,,263,,https://veritaspub.com/product/sexuality-2/,ledger_user_input,ledger raw_row 263 proposed_year=198X proposed_month=
237,A-05 Office Series-The Aging Process,lecture,Office Series,198X,,264,,https://veritaspub.com/product/the-aging-process/,ledger_user_input,ledger raw_row 264 proposed_year=198X proposed_month=
238,A-06 Office Series-Handling Major Crises,lecture,Office Series,198X,,265,,https://veritaspub.com/product/handling-major-crises-2/,ledger_user_input,ledger raw_row 265 proposed_year=198X proposed_month=
239,A-07 Office Series-Worry Fear and Anxiety,lecture,Office Series,198X,,266,,https://veritaspub.com/product/worry-fear-and-anxiety-2/,ledger_user_input,ledger raw_row 266 proposed_year=198X proposed_month=
240,A-08 Office Series-Pain and Suffering,lecture,Office Series,198X,,267,,https://veritaspub.com/product/pain-and-suffering/,ledger_user_input,ledger raw_row 267 proposed_year=198X proposed_month=
241,A-09 Office Series-Losing Weight,lecture,Office Series,198X,,268,,https://veritaspub.com/product/losing-weight/,ledger_user_input,ledger raw_row 268 proposed_year=198X proposed_month=
242,A-10 Office Series-Depression,lecture,Office Series,198X,,269,,https://veritaspub.com/product/depression/,ledger_user_input,ledger raw_row 269 proposed_year=198X proposed_month=
243,A-11 Office Series-Illness and Self-Healing,lecture,Office Series,198X,,270,,https://veritaspub.com/product/illness-and-self-healing/,ledger_user_input,ledger raw_row 270 proposed_year=198X proposed_month=
244,A-12 Office Series-Alcoholism,lecture,Office Series,198X,,271,,https://veritaspub.com/product/alcoholism/,ledger_user_input,ledger raw_row 271 proposed_year=198X proposed_month=
245,B-01 Office Series-Drug Addiction and Alcoholism...,lecture,Office Series,198X,,272,,https://veritaspub.com/product/drug-addiction-and-alcoholism/,ledger_user_input,ledger raw_row 272 proposed_year=198X proposed_month=
247,B-03 Office Series-A Map Of Consciousness,lecture,Office Series,198X,,274,,https://veritaspub.com/product/a-map-of-consciousness/,ledger_user_input,ledger raw_row 274 proposed_year=198X proposed_month=
248,B-04 Office Series-Cancer,lecture,Office Series,198X,,275,,https://veritaspub.com/product/cancer/,ledger_user_input,ledger raw_row 275 proposed_year=198X proposed_month=
250,B-06 Office Series-Death and Dying,lecture,Office Series,198X,,277,,https://veritaspub.com/product/death-and-dying/,ledger_user_input,ledger raw_row 277 proposed_year=198X proposed_month=
251,Satsang Series (Jan 2007),lecture,Satsang Series,2007,01,280,,https://veritaspub.com/product/satsang-series-january-2007-cd/,ledger_user_input,ledger raw_row 280 proposed_year=2007 proposed_month=
252,Satsang Series (Mar 2007),lecture,Satsang Series,2007,03,281,,https://veritaspub.com/product/satsang-series-march-2007-cd/,ledger_user_input,ledger raw_row 281 proposed_year=2007 proposed_month=
253,Satsang Series (May 2007),lecture,Satsang Series,2007,05,282,,https://veritaspub.com/product/satsang-series-may-2007-cd/,ledger_user_input,ledger raw_row 282 proposed_year=2007 proposed_month=
254,Satsang Series (Jul 2007),lecture,Satsang Series,2007,07,283,,https://veritaspub.com/product/satsang-series-4-july-11-2007/,ledger_user_input,ledger raw_row 283 proposed_year=2007 proposed_month=
255,Satsang Series (Sep 2007),lecture,Satsang Series,2007,09,284,,https://veritaspub.com/product/satsang-series-sept-2007-cd/,ledger_user_input,ledger raw_row 284 proposed_year=2007 proposed_month=
256,Satsang Series (May 2008),lecture,Satsang Series,2008,05,285,,https://veritaspub.com/product/satsang-series-may-2008-cd/,ledger_user_input,ledger raw_row 285 proposed_year=2008 proposed_month=05
257,Satsang Series (Sep 2008),lecture,Satsang Series,2008,09,286,,https://veritaspub.com/product/satsang-series-3-september-10-2008/,ledger_user_input,ledger raw_row 286 proposed_year=2008 proposed_month=
258,Satsang Series (Jan 2009),lecture,Satsang Series,2009,01,287,,https://veritaspub.com/product/satsang-series-1-january-7-2009/,ledger_user_input,ledger raw_row 287 proposed_year=2009 proposed_month=
259,Satsang Series (May 2009),lecture,Satsang Series,2009,05,288,,https://veritaspub.com/product/satsang-series-2-may-13-2009/,ledger_user_input,ledger raw_row 288 proposed_year=2009 proposed_month=05
260,Satsang Series (Sep 2009),lecture,Satsang Series,2009,09,289,,https://veritaspub.com/product/satsang-series-september-2009-cd/,ledger_user_input,ledger raw_row 289 proposed_year=2009 proposed_month=
261,Satsang Series (Nov 2009),lecture,Satsang Series,2009,11,290,,https://veritaspub.com/product/satsang-november-2009-cd/,ledger_user_input,ledger raw_row 290 proposed_year=2009 proposed_month=
262,Satsang Series (Feb 2010),lecture,Satsang Series,2010,02,291,,https://veritaspub.com/product/satsang-series-february-2010/,ledger_user_input,ledger raw_row 291 proposed_year=2010 proposed_month=02
263,Satsang Series (Nov 2010),lecture,Satsang Series,2010,11,292,,https://veritaspub.com/product/2010-11-satsang-series-nov-2010/,ledger_user_input,ledger raw_row 292 proposed_year=2010 proposed_month=
265,Golden Word Book Signing – Audio,lecture,Media Miscellaneous,2007,03,297,,https://veritaspub.com/product/https-veritaspub-com-product-golden-word-book-signing-january-13-2007/,veritas_published_date_backfill,"ledger blank, backfilled from Veritas product 1552 published_date 2007-03-16"
266,All is Divinity,lecture,On The Road Talk Series,2004,,300,,https://veritaspub.com/product/all-is-divinity/,ledger_user_input,ledger raw_row 300 proposed_year=2004 proposed_month=
267,Compassion: The Pathway of the Heart,lecture,On The Road Talk Series,2003,,301,,https://veritaspub.com/product/compassion-the-pathway-of-the-heart/,ledger_user_input,ledger raw_row 301 proposed_year=2003 proposed_month=
