relationship_id,master_uuid,raw_row_number,source_name,source_product_id,official_product_url,official_product_title,relationship_type,review_status,reviewed_on,evidence_url,evidence_note
rel-veritas-50640-019fc4e7-d1e5-7ac3-b84e-2761c2e3144a,019fc4e7-d1e5-7ac3-b84e-2761c2e3144a,78,veritas,50640,https://veritaspub.com/product/2004-10-witnessing-and-observing-october-2004/,Witnessing and Observing (Oct 2004),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2004-10-witnessing-and-observing-october-2004/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50640-019fc4e7-d1e5-7303-b7b0-d307eb78265c,019fc4e7-d1e5-7303-b7b0-d307eb78265c,79,veritas,50640,https://veritaspub.com/product/2004-10-witnessing-and-observing-october-2004/,Witnessing and Observing (Oct 2004),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2004-10-witnessing-and-observing-october-2004/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50640-019fc4e7-d1e5-7a74-9509-8af2f5fc1d14,019fc4e7-d1e5-7a74-9509-8af2f5fc1d14,80,veritas,50640,https://veritaspub.com/product/2004-10-witnessing-and-observing-october-2004/,Witnessing and Observing (Oct 2004),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2004-10-witnessing-and-observing-october-2004/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50637-019fc4e7-d1e5-7002-a94b-f837e0cd4724,019fc4e7-d1e5-7002-a94b-f837e0cd4724,81,veritas,50637,https://veritaspub.com/product/2004-12-the-ego-and-the-self-december-2004/,The Ego and The Self (Dec 2004),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2004-12-the-ego-and-the-self-december-2004/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50637-019fc4e7-d1e5-764d-b385-9a59e04fc776,019fc4e7-d1e5-764d-b385-9a59e04fc776,82,veritas,50637,https://veritaspub.com/product/2004-12-the-ego-and-the-self-december-2004/,The Ego and The Self (Dec 2004),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2004-12-the-ego-and-the-self-december-2004/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50637-019fc4e7-d1e5-79da-8a64-fb23419aa705,019fc4e7-d1e5-79da-8a64-fb23419aa705,83,veritas,50637,https://veritaspub.com/product/2004-12-the-ego-and-the-self-december-2004/,The Ego and The Self (Dec 2004),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2004-12-the-ego-and-the-self-december-2004/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50653-019fc4e7-d1e5-7bc7-90e7-467d52f1c470,019fc4e7-d1e5-7bc7-90e7-467d52f1c470,85,veritas,50653,https://veritaspub.com/product/vision-feb-2005/,Vision (Feb 2005),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/vision-feb-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50653-019fc4e7-d1e5-7cfd-95ea-8fc0f4683888,019fc4e7-d1e5-7cfd-95ea-8fc0f4683888,86,veritas,50653,https://veritaspub.com/product/vision-feb-2005/,Vision (Feb 2005),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/vision-feb-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50653-019fc4e7-d1e5-7740-8b87-1df963641eb7,019fc4e7-d1e5-7740-8b87-1df963641eb7,87,veritas,50653,https://veritaspub.com/product/vision-feb-2005/,Vision (Feb 2005),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/vision-feb-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50644-019fc4e7-d1e5-7eda-82fd-9539dc3fa182,019fc4e7-d1e5-7eda-82fd-9539dc3fa182,88,veritas,50644,https://veritaspub.com/product/2005-04-alignment-apr-2005/,Alignment (Apr 2005),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2005-04-alignment-apr-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50644-019fc4e7-d1e5-75f3-b794-d9972a701153,019fc4e7-d1e5-75f3-b794-d9972a701153,89,veritas,50644,https://veritaspub.com/product/2005-04-alignment-apr-2005/,Alignment (Apr 2005),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2005-04-alignment-apr-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50644-019fc4e7-d1e5-7909-994c-730b6c2f00b5,019fc4e7-d1e5-7909-994c-730b6c2f00b5,90,veritas,50644,https://veritaspub.com/product/2005-04-alignment-apr-2005/,Alignment (Apr 2005),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2005-04-alignment-apr-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50662-019fc4e7-d1e5-773e-9178-13c419b30122,019fc4e7-d1e5-773e-9178-13c419b30122,91,veritas,50662,https://veritaspub.com/product/2005-05-intention-may-2005/,Intention (May 2005),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2005-05-intention-may-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50662-019fc4e7-d1e5-7065-aad1-d333729a43e1,019fc4e7-d1e5-7065-aad1-d333729a43e1,92,veritas,50662,https://veritaspub.com/product/2005-05-intention-may-2005/,Intention (May 2005),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2005-05-intention-may-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50662-019fc4e7-d1e5-70f5-bff0-847456c217e1,019fc4e7-d1e5-70f5-bff0-847456c217e1,93,veritas,50662,https://veritaspub.com/product/2005-05-intention-may-2005/,Intention (May 2005),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2005-05-intention-may-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50665-019fc4e7-d1e5-789c-92b7-cd5a79768203,019fc4e7-d1e5-789c-92b7-cd5a79768203,94,veritas,50665,https://veritaspub.com/product/2005-06-transcending-barriers-june-2005/,Transcending Barriers  (Jun 2005),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2005-06-transcending-barriers-june-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50665-019fc4e7-d1e5-7e79-88e6-47dea43ebc35,019fc4e7-d1e5-7e79-88e6-47dea43ebc35,95,veritas,50665,https://veritaspub.com/product/2005-06-transcending-barriers-june-2005/,Transcending Barriers  (Jun 2005),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2005-06-transcending-barriers-june-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50665-019fc4e7-d1e5-76e6-88b0-694e2663067c,019fc4e7-d1e5-76e6-88b0-694e2663067c,96,veritas,50665,https://veritaspub.com/product/2005-06-transcending-barriers-june-2005/,Transcending Barriers  (Jun 2005),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2005-06-transcending-barriers-june-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50647-019fc4e7-d1e5-7a23-85ca-3702de5fae84,019fc4e7-d1e5-7a23-85ca-3702de5fae84,97,veritas,50647,https://veritaspub.com/product/2005-07-conviction-july-2005/,Conviction (Jul 2005),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2005-07-conviction-july-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50647-019fc4e7-d1e5-7cc4-a6b4-ccaa218b3cd4,019fc4e7-d1e5-7cc4-a6b4-ccaa218b3cd4,98,veritas,50647,https://veritaspub.com/product/2005-07-conviction-july-2005/,Conviction (Jul 2005),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2005-07-conviction-july-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50647-019fc4e7-d1e5-7414-9072-6a476038fec9,019fc4e7-d1e5-7414-9072-6a476038fec9,99,veritas,50647,https://veritaspub.com/product/2005-07-conviction-july-2005/,Conviction (Jul 2005),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2005-07-conviction-july-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50671-019fc4e7-d1e5-7056-9c48-4da05c66da56,019fc4e7-d1e5-7056-9c48-4da05c66da56,100,veritas,50671,https://veritaspub.com/product/2005-08-serenity-august-2005/,Serenity (Aug 2005),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2005-08-serenity-august-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50671-019fc4e7-d1e5-72a4-bd98-835560e1f04f,019fc4e7-d1e5-72a4-bd98-835560e1f04f,101,veritas,50671,https://veritaspub.com/product/2005-08-serenity-august-2005/,Serenity (Aug 2005),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2005-08-serenity-august-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50671-019fc4e7-d1e5-77d8-b41e-9f53f5f3d8b8,019fc4e7-d1e5-77d8-b41e-9f53f5f3d8b8,102,veritas,50671,https://veritaspub.com/product/2005-08-serenity-august-2005/,Serenity (Aug 2005),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2005-08-serenity-august-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50659-019fc4e7-d1e5-7a62-a2eb-24ed944fc5c6,019fc4e7-d1e5-7a62-a2eb-24ed944fc5c6,103,veritas,50659,https://veritaspub.com/product/2005-09-transcending-obstacles-sept-2005/,Transcending Obstacles (Sep 2005),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2005-09-transcending-obstacles-sept-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50659-019fc4e7-d1e5-7daa-9163-afcf9bc4dcd7,019fc4e7-d1e5-7daa-9163-afcf9bc4dcd7,104,veritas,50659,https://veritaspub.com/product/2005-09-transcending-obstacles-sept-2005/,Transcending Obstacles (Sep 2005),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2005-09-transcending-obstacles-sept-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50659-019fc4e7-d1e5-7381-9923-48c3c1ec7eae,019fc4e7-d1e5-7381-9923-48c3c1ec7eae,105,veritas,50659,https://veritaspub.com/product/2005-09-transcending-obstacles-sept-2005/,Transcending Obstacles (Sep 2005),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2005-09-transcending-obstacles-sept-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50668-019fc4e7-d1e5-7418-8877-296f824917f5,019fc4e7-d1e5-7418-8877-296f824917f5,106,veritas,50668,https://veritaspub.com/product/2005-10-spiritual-traps-october-2005/,Spiritual Traps (Oct 2005),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2005-10-spiritual-traps-october-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50668-019fc4e7-d1e5-7eda-9101-832e5485d7a2,019fc4e7-d1e5-7eda-9101-832e5485d7a2,107,veritas,50668,https://veritaspub.com/product/2005-10-spiritual-traps-october-2005/,Spiritual Traps (Oct 2005),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2005-10-spiritual-traps-october-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50668-019fc4e7-d1e5-747e-9852-71a10085d4c0,019fc4e7-d1e5-747e-9852-71a10085d4c0,108,veritas,50668,https://veritaspub.com/product/2005-10-spiritual-traps-october-2005/,Spiritual Traps (Oct 2005),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2005-10-spiritual-traps-october-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50656-019fc4e7-d1e5-7348-94b4-87a0b664e68f,019fc4e7-d1e5-7348-94b4-87a0b664e68f,109,veritas,50656,https://veritaspub.com/product/2005-11-valid-teachers-and-teachings-nov-2005/,Valid Teachers and Teachings (Nov 2005),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2005-11-valid-teachers-and-teachings-nov-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50656-019fc4e7-d1e5-7bf2-b36d-00b4fbcb614b,019fc4e7-d1e5-7bf2-b36d-00b4fbcb614b,110,veritas,50656,https://veritaspub.com/product/2005-11-valid-teachers-and-teachings-nov-2005/,Valid Teachers and Teachings (Nov 2005),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2005-11-valid-teachers-and-teachings-nov-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50656-019fc4e7-d1e5-70de-a0a7-55037f88fc77,019fc4e7-d1e5-70de-a0a7-55037f88fc77,111,veritas,50656,https://veritaspub.com/product/2005-11-valid-teachers-and-teachings-nov-2005/,Valid Teachers and Teachings (Nov 2005),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2005-11-valid-teachers-and-teachings-nov-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50650-019fc4e7-d1e5-70ca-a37e-7004c7c095ac,019fc4e7-d1e5-70ca-a37e-7004c7c095ac,112,veritas,50650,https://veritaspub.com/product/2005-12-god-religion-and-spirituality-dec-2005/,"God, Religion, and Spirituality (Dec 2005)",primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2005-12-god-religion-and-spirituality-dec-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50650-019fc4e7-d1e5-7caa-97ec-c1023422a8f8,019fc4e7-d1e5-7caa-97ec-c1023422a8f8,113,veritas,50650,https://veritaspub.com/product/2005-12-god-religion-and-spirituality-dec-2005/,"God, Religion, and Spirituality (Dec 2005)",primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2005-12-god-religion-and-spirituality-dec-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50650-019fc4e7-d1e5-7fde-b040-619f3d35f4f4,019fc4e7-d1e5-7fde-b040-619f3d35f4f4,114,veritas,50650,https://veritaspub.com/product/2005-12-god-religion-and-spirituality-dec-2005/,"God, Religion, and Spirituality (Dec 2005)",primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2005-12-god-religion-and-spirituality-dec-2005/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50684-019fc4e7-d1e5-7386-a167-6ce299239d8c,019fc4e7-d1e5-7386-a167-6ce299239d8c,116,veritas,50684,https://veritaspub.com/product/2006-02-experiential-reality-feb-2006/,Experiential Reality (Feb 2006),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2006-02-experiential-reality-feb-2006/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50684-019fc4e7-d1e5-7a1d-b9e5-5035036baa6c,019fc4e7-d1e5-7a1d-b9e5-5035036baa6c,117,veritas,50684,https://veritaspub.com/product/2006-02-experiential-reality-feb-2006/,Experiential Reality (Feb 2006),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2006-02-experiential-reality-feb-2006/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50684-019fc4e7-d1e5-7177-971d-0bc97ad3b7a9,019fc4e7-d1e5-7177-971d-0bc97ad3b7a9,118,veritas,50684,https://veritaspub.com/product/2006-02-experiential-reality-feb-2006/,Experiential Reality (Feb 2006),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2006-02-experiential-reality-feb-2006/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50693-019fc4e7-d1e5-7ab9-980d-1f5a67a8ae90,019fc4e7-d1e5-7ab9-980d-1f5a67a8ae90,119,veritas,50693,https://veritaspub.com/product/2006-04-perception-vs-essence-april-2006/,Perception vs Essence (Apr 2006),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2006-04-perception-vs-essence-april-2006/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50693-019fc4e7-d1e5-7a07-b70c-31639b536c68,019fc4e7-d1e5-7a07-b70c-31639b536c68,120,veritas,50693,https://veritaspub.com/product/2006-04-perception-vs-essence-april-2006/,Perception vs Essence (Apr 2006),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2006-04-perception-vs-essence-april-2006/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50693-019fc4e7-d1e5-70c9-82eb-beb162646445,019fc4e7-d1e5-70c9-82eb-beb162646445,121,veritas,50693,https://veritaspub.com/product/2006-04-perception-vs-essence-april-2006/,Perception vs Essence (Apr 2006),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2006-04-perception-vs-essence-april-2006/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50690-019fc4e7-d1e5-721b-b8be-c089fbd773c0,019fc4e7-d1e5-721b-b8be-c089fbd773c0,122,veritas,50690,https://veritaspub.com/product/2006-06-spiritual-truth-vs-spiritual-fantasy-june-2006/,Spiritual Truth vs Spiritual Fantasy (Jun 2006),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2006-06-spiritual-truth-vs-spiritual-fantasy-june-2006/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50690-019fc4e7-d1e5-71d6-ab19-6efe475dae57,019fc4e7-d1e5-71d6-ab19-6efe475dae57,123,veritas,50690,https://veritaspub.com/product/2006-06-spiritual-truth-vs-spiritual-fantasy-june-2006/,Spiritual Truth vs Spiritual Fantasy (Jun 2006),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2006-06-spiritual-truth-vs-spiritual-fantasy-june-2006/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50690-019fc4e7-d1e5-7f6e-83e0-4f07a2453013,019fc4e7-d1e5-7f6e-83e0-4f07a2453013,124,veritas,50690,https://veritaspub.com/product/2006-06-spiritual-truth-vs-spiritual-fantasy-june-2006/,Spiritual Truth vs Spiritual Fantasy (Jun 2006),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2006-06-spiritual-truth-vs-spiritual-fantasy-june-2006/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50699-019fc4e7-d1e6-7a5f-b85e-699d99108901,019fc4e7-d1e6-7a5f-b85e-699d99108901,125,veritas,50699,https://veritaspub.com/product/2006-08-reason-vs-truth-aug-2006/,Reason vs Truth (Aug 2006),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2006-08-reason-vs-truth-aug-2006/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50699-019fc4e7-d1e6-7da8-916c-3128c7b00986,019fc4e7-d1e6-7da8-916c-3128c7b00986,126,veritas,50699,https://veritaspub.com/product/2006-08-reason-vs-truth-aug-2006/,Reason vs Truth (Aug 2006),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2006-08-reason-vs-truth-aug-2006/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50699-019fc4e7-d1e6-7b27-9386-ad69475bf501,019fc4e7-d1e6-7b27-9386-ad69475bf501,127,veritas,50699,https://veritaspub.com/product/2006-08-reason-vs-truth-aug-2006/,Reason vs Truth (Aug 2006),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2006-08-reason-vs-truth-aug-2006/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50678-019fc4e7-d1e6-7a04-87fe-84457a4350f1,019fc4e7-d1e6-7a04-87fe-84457a4350f1,128,veritas,50678,https://veritaspub.com/product/2006-09-a-review-of-the-work-sept-2006/,A Review of the Work  (Sep 2006),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2006-09-a-review-of-the-work-sept-2006/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50678-019fc4e7-d1e6-72f4-a7c5-585ca78dabdd,019fc4e7-d1e6-72f4-a7c5-585ca78dabdd,129,veritas,50678,https://veritaspub.com/product/2006-09-a-review-of-the-work-sept-2006/,A Review of the Work  (Sep 2006),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2006-09-a-review-of-the-work-sept-2006/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50678-019fc4e7-d1e6-7182-a963-1a278c002bee,019fc4e7-d1e6-7182-a963-1a278c002bee,130,veritas,50678,https://veritaspub.com/product/2006-09-a-review-of-the-work-sept-2006/,A Review of the Work  (Sep 2006),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2006-09-a-review-of-the-work-sept-2006/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50681-019fc4e7-d1e6-7fe7-aadf-96c31a6938d7,019fc4e7-d1e6-7fe7-aadf-96c31a6938d7,131,veritas,50681,https://veritaspub.com/product/2006-10-spiritual-practice-and-daily-life-oct-2006/,Spiritual Practice and Daily Life (Oct 2006),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2006-10-spiritual-practice-and-daily-life-oct-2006/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50681-019fc4e7-d1e6-7987-9b4a-8c63f3930550,019fc4e7-d1e6-7987-9b4a-8c63f3930550,132,veritas,50681,https://veritaspub.com/product/2006-10-spiritual-practice-and-daily-life-oct-2006/,Spiritual Practice and Daily Life (Oct 2006),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2006-10-spiritual-practice-and-daily-life-oct-2006/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50681-019fc4e7-d1e6-7c2a-ac7f-df16d5d97282,019fc4e7-d1e6-7c2a-ac7f-df16d5d97282,133,veritas,50681,https://veritaspub.com/product/2006-10-spiritual-practice-and-daily-life-oct-2006/,Spiritual Practice and Daily Life (Oct 2006),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2006-10-spiritual-practice-and-daily-life-oct-2006/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50675-019fc4e7-d1e6-7e67-a61c-48cb2d07e273,019fc4e7-d1e6-7e67-a61c-48cb2d07e273,134,veritas,50675,https://veritaspub.com/product/2006-11-live-your-life-like-a-prayer-nov-2006/,Live Your Life Like a Prayer (Nov 2006),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2006-11-live-your-life-like-a-prayer-nov-2006/,Official product describes the November 2006 three-disc lecture set represented by DVD01.
rel-veritas-50675-019fc4e7-d1e6-717e-b4d5-423a44937560,019fc4e7-d1e6-717e-b4d5-423a44937560,135,veritas,50675,https://veritaspub.com/product/2006-11-live-your-life-like-a-prayer-nov-2006/,Live Your Life Like a Prayer (Nov 2006),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2006-11-live-your-life-like-a-prayer-nov-2006/,Official product describes the November 2006 three-disc lecture set represented by DVD02.
rel-veritas-50675-019fc4e7-d1e6-7839-bfd1-7da99b92be52,019fc4e7-d1e6-7839-bfd1-7da99b92be52,136,veritas,50675,https://veritaspub.com/product/2006-11-live-your-life-like-a-prayer-nov-2006/,Live Your Life Like a Prayer (Nov 2006),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2006-11-live-your-life-like-a-prayer-nov-2006/,Official product describes the November 2006 three-disc lecture set represented by DVD03.
rel-veritas-50687-019fc4e7-d1e6-7295-a039-fe4c465e83bf,019fc4e7-d1e6-7295-a039-fe4c465e83bf,137,veritas,50687,https://veritaspub.com/product/2006-12-is-the-miraculous-real-dec-2006/,Is the Miraculous Real? (Dec 2006),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2006-12-is-the-miraculous-real-dec-2006/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50687-019fc4e7-d1e6-75f2-b648-160bab0fb5f1,019fc4e7-d1e6-75f2-b648-160bab0fb5f1,138,veritas,50687,https://veritaspub.com/product/2006-12-is-the-miraculous-real-dec-2006/,Is the Miraculous Real? (Dec 2006),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2006-12-is-the-miraculous-real-dec-2006/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50687-019fc4e7-d1e6-7a91-b75e-8e43d4945da8,019fc4e7-d1e6-7a91-b75e-8e43d4945da8,139,veritas,50687,https://veritaspub.com/product/2006-12-is-the-miraculous-real-dec-2006/,Is the Miraculous Real? (Dec 2006),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2006-12-is-the-miraculous-real-dec-2006/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50749-019fc4e7-d1e6-7416-a7c5-3617494157d9,019fc4e7-d1e6-7416-a7c5-3617494157d9,141,veritas,50749,https://veritaspub.com/product/2007-02-god-vs-science-limits-of-the-mind-feb-2007/,God vs Science: Limits of the Mind (Feb 2007),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2007-02-god-vs-science-limits-of-the-mind-feb-2007/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50749-019fc4e7-d1e6-7434-868b-e56d93d3ca5b,019fc4e7-d1e6-7434-868b-e56d93d3ca5b,142,veritas,50749,https://veritaspub.com/product/2007-02-god-vs-science-limits-of-the-mind-feb-2007/,God vs Science: Limits of the Mind (Feb 2007),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2007-02-god-vs-science-limits-of-the-mind-feb-2007/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50749-019fc4e7-d1e6-7d19-add2-8748246a9ea4,019fc4e7-d1e6-7d19-add2-8748246a9ea4,143,veritas,50749,https://veritaspub.com/product/2007-02-god-vs-science-limits-of-the-mind-feb-2007/,God vs Science: Limits of the Mind (Feb 2007),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2007-02-god-vs-science-limits-of-the-mind-feb-2007/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50743-019fc4e7-d1e6-761e-aa1a-9c36cc7b3e30,019fc4e7-d1e6-761e-aa1a-9c36cc7b3e30,147,veritas,50743,https://veritaspub.com/product/2007-06-what-is-real-june-2007/,What is ‘Real’? (Jun ),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2007-06-what-is-real-june-2007/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50743-019fc4e7-d1e6-7dfc-b50e-cd557fcb69e6,019fc4e7-d1e6-7dfc-b50e-cd557fcb69e6,148,veritas,50743,https://veritaspub.com/product/2007-06-what-is-real-june-2007/,What is ‘Real’? (Jun ),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2007-06-what-is-real-june-2007/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50743-019fc4e7-d1e6-76c8-b50b-576b4149e6f0,019fc4e7-d1e6-76c8-b50b-576b4149e6f0,149,veritas,50743,https://veritaspub.com/product/2007-06-what-is-real-june-2007/,What is ‘Real’? (Jun ),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2007-06-what-is-real-june-2007/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50740-019fc4e7-d1e6-7cd5-a4ce-1d9139709498,019fc4e7-d1e6-7cd5-a4ce-1d9139709498,150,veritas,50740,https://veritaspub.com/product/2007-07-what-is-truth-the-absolute-july-2007/,What is Truth? The Absolute (Jul 2007),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2007-07-what-is-truth-the-absolute-july-2007/,Master primary Veritas URL matches the official product inventory.
rel-veritas-50740-019fc4e7-d1e6-732f-bbb6-38b765cbf6a0,019fc4e7-d1e6-732f-bbb6-38b765cbf6a0,151,veritas,50740,https://veritaspub.com/product/2007-07-what-is-truth-the-absolute-july-2007/,What is Truth? The Absolute (Jul 2007),primary_product_for_item_part,reviewed,2026-08-03,https://veritaspub.com/product/2007-07-what-is-truth-the-absolute-july-2007/,Master primary Veritas URL matches the official product inventory.
