work_id,member_master_uuid,canonical_work_title,evidence_note,review_status,reviewed_on
w-satsang-series-mar-2007,252,Satsang Series (Mar 2007),Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-satsang-series-may-2007,253,Satsang Series (May 2007),Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-satsang-series-may-2008,256,Satsang Series (May 2008),Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-satsang-series-may-2009,259,Satsang Series (May 2009),Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-satsang-series-nov-2009,261,Satsang Series (Nov 2009),Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-satsang-series-nov-2010,263,Satsang Series (Nov 2010),Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-satsang-series-sep-2007,255,Satsang Series (Sep 2007),Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-satsang-series-sep-2008,257,Satsang Series (Sep 2008),Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-satsang-series-sep-2009,260,Satsang Series (Sep 2009),Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-serenity,88,Serenity,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-serenity,89,Serenity,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-serenity,90,Serenity,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-spiritual-community,43,Spiritual Community,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-spiritual-community,44,Spiritual Community,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-spiritual-community,45,Spiritual Community,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-spiritual-life-in-today-s-world,190,Spiritual Life In Today's World,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-spiritual-life-in-today-s-world,191,Spiritual Life In Today's World,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-spiritual-life-in-today-s-world,192,Spiritual Life In Today's World,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-spiritual-power-and-integrity-uncovering,306,"Spiritual Power and Integrity: Uncovering Spiritual Reality and Realizing Peace, Love, and Divinity",Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-spiritual-practice-and-daily-life,118,Spiritual Practice and Daily Life,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-spiritual-practice-and-daily-life,119,Spiritual Practice and Daily Life,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-spiritual-practice-and-daily-life,120,Spiritual Practice and Daily Life,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-spiritual-reality,270,Spiritual Reality,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-spiritual-survival-realization-of-realit,148,Spiritual Survival: Realization of Reality,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-spiritual-survival-realization-of-realit,149,Spiritual Survival: Realization of Reality,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-spiritual-survival-realization-of-realit,150,Spiritual Survival: Realization of Reality,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-spiritual-traps,94,Spiritual Traps,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-spiritual-traps,95,Spiritual Traps,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-spiritual-traps,96,Spiritual Traps,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-spiritual-truth-vs-spiritual-fantasy,109,Spiritual Truth vs. Spiritual Fantasy,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-spiritual-truth-vs-spiritual-fantasy,110,Spiritual Truth vs. Spiritual Fantasy,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-spiritual-truth-vs-spiritual-fantasy,111,Spiritual Truth vs. Spiritual Fantasy,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-spiritual-will,228,Spiritual Will Inspiring Q & A,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture. [2026-08-08 ruling: part rows merged into one work],approved,2026-08-03
w-spiritual-will,229,Spiritual Will Inspiring Q & A,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture. [2026-08-08 ruling: part rows merged into one work],approved,2026-08-03
w-spirituality-and-the-world,40,Spirituality and the World,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-spirituality-and-the-world,41,Spirituality and the World,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-spirituality-and-the-world,42,Spirituality and the World,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-spirituality-reason-and-faith,154,Spirituality: Reason and Faith,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-spirituality-reason-and-faith,155,Spirituality: Reason and Faith,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-spirituality-reason-and-faith,156,Spirituality: Reason and Faith,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-success,184,Success,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-success,185,Success,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-success,186,Success,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-success-is-for-you,296,Success Is for You,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-the-clear-pathway-to-enlightenment,157,The Clear Pathway to Enlightenment,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-the-clear-pathway-to-enlightenment,158,The Clear Pathway to Enlightenment,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-the-clear-pathway-to-enlightenment,159,The Clear Pathway to Enlightenment,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-the-ego-and-the-self,70,The Ego and The Self,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-the-ego-and-the-self,71,The Ego and The Self,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-the-ego-and-the-self,72,The Ego and The Self,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-the-ego-is-not-the-real-you,316,The Ego is Not the Real You,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-the-ever-present-joy,271,The Ever-Present Joy,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-the-evolution-of-consciousness-navigatin,304,The Evolution of Consciousness: Navigating the Levels of Awareness and Unlocking Spiritual Potential,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-the-final-doorway-to-enlightenment-praye,308,"The Final Doorway to Enlightenment: Prayer, Transcendence and Realization of the Self",Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-the-human-dilemma,139,The Human Dilemma,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-the-human-dilemma,140,The Human Dilemma,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-the-human-dilemma,141,The Human Dilemma,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-the-importance-of-family,282,The Importance of Family,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-the-levels-of-consciousness-subjective-s,7,The Levels of Consciousness: Subjective & Social Consequences,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-the-levels-of-consciousness-subjective-s,8,The Levels of Consciousness: Subjective & Social Consequences,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-the-levels-of-consciousness-subjective-s,9,The Levels of Consciousness: Subjective & Social Consequences,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-the-man-who-mapped-consciousness-life-an,319,The Man Who Mapped Consciousness: Life and Legacy of Dr. David R. Hawkins,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-the-map-of-consciousness-explained,295,The Map of Consciousness Explained,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-the-path-to-spiritual-advancement-how-to,303,The Path to Spiritual Advancement: How to Transcend the Ego and Experience the Presence of God,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-the-power-of-devotion,272,The Power of Devotion,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-the-power-of-love-a-transformed-heart-ch,315,The Power of Love: A Transformed Heart Changes the World,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-the-presence-of-spiritual-awareness,222,The Presence of Spiritual Awareness,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture. [2026-08-08 ruling: part rows merged into one work],approved,2026-08-03
w-the-presence-of-spiritual-awareness,223,The Presence of Spiritual Awareness,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture. [2026-08-08 ruling: part rows merged into one work],approved,2026-08-03
w-the-presence-of-spiritual-awareness,224,The Presence of Spiritual Awareness,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture. [2026-08-08 ruling: part rows merged into one work],approved,2026-08-03
w-the-prevailing-silence,273,The Prevailing Silence,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-the-wisdom-of-dr-david-r-hawkins-classic,318,The Wisdom of Dr. David R. Hawkins: Classic Teachings on Spiritual Truth and Enlightenment,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-thought-and-ideation,55,Thought and Ideation,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-thought-and-ideation,56,Thought and Ideation,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-thought-and-ideation,57,Thought and Ideation,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-transcending-barriers,82,Transcending Barriers,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-transcending-barriers,83,Transcending Barriers,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-transcending-barriers,84,Transcending Barriers,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-transcending-obstacles,91,Transcending Obstacles,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-transcending-obstacles,92,Transcending Obstacles,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-transcending-obstacles,93,Transcending Obstacles,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-transcending-the-ego,274,Transcending the Ego,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-truth-shines-forth,275,Truth Shines Forth,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-valid-teachers-and-teachings,97,Valid Teachers and Teachings,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-valid-teachers-and-teachings,98,Valid Teachers and Teachings,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-valid-teachers-and-teachings,99,Valid Teachers and Teachings,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-verification-of-spiritual-realities,230,Verification of Spiritual Realities,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture. [2026-08-08 ruling: part rows merged into one work],approved,2026-08-03
w-verification-of-spiritual-realities,231,Verification of Spiritual Realities,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture. [2026-08-08 ruling: part rows merged into one work],approved,2026-08-03
w-verification-of-spiritual-realities,232,Verification of Spiritual Realities,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture. [2026-08-08 ruling: part rows merged into one work],approved,2026-08-03
w-virtues-the-spiritual-foundation,276,Virtues: The Spiritual Foundation,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-vision,73,Vision,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-vision,74,Vision,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-vision,75,Vision,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-volume-i-power-vs-force-muscle-testing,203,Volume I: Power vs. Force Muscle Testing,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture. [2026-08-08 ruling: part rows merged into one work],approved,2026-08-03
w-volume-ii-consciousness-and-addiction,204,Volume II: Consciousness and Addiction,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture. [2026-08-08 ruling: part rows merged into one work],approved,2026-08-03
w-volume-ii-consciousness-and-addiction,205,Volume II: Consciousness and Addiction,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture. [2026-08-08 ruling: part rows merged into one work],approved,2026-08-03
w-volume-iii-advanced-states-of-consciousness,206,Volume III: Advanced States of Consciousness,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture. [2026-08-08 ruling: part rows merged into one work],approved,2026-08-03
w-volume-iii-advanced-states-of-consciousness,207,Volume III: Advanced States of Consciousness,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture. [2026-08-08 ruling: part rows merged into one work],approved,2026-08-03
w-volume-iv-consciousness-how-to-tell-the-truth,208,Volume IV: Consciousness: How to Tell the Truth About Anything,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture. [2026-08-08 ruling: part rows merged into one work],approved,2026-08-03
w-volume-iv-consciousness-how-to-tell-the-truth,209,Volume IV: Consciousness: How to Tell the Truth About Anything,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture. [2026-08-08 ruling: part rows merged into one work],approved,2026-08-03
w-volume-v-undoing-the-barriers-to-spiritual-progress,210,Volume V: Undoing the Barriers to Spiritual Progress,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture. [2026-08-08 ruling: part rows merged into one work],approved,2026-08-03
w-volume-v-undoing-the-barriers-to-spiritual-progress,211,Volume V: Undoing the Barriers to Spiritual Progress,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture. [2026-08-08 ruling: part rows merged into one work],approved,2026-08-03
w-volume-v-undoing-the-barriers-to-spiritual-progress,212,Volume V: Undoing the Barriers to Spiritual Progress,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture. [2026-08-08 ruling: part rows merged into one work],approved,2026-08-03
w-volume-vi-how-to-raise-your-level-of-con,213,Volume VI-How to Raise Your Level of Consciousness,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-volume-vii-a-conversation-with-knowingne,214,Volume VII A-Conversation with Knowingness,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-what-is-meant-by-spiritual,283,What is Meant by Spiritual,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-what-is-real,133,What is 'Real'?,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-what-is-real,134,What is 'Real'?,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-what-is-real,135,What is 'Real'?,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-what-is-real-success-2012,313,What is Real Success? (2012),Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-what-is-the-world,175,What is the World?,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-what-is-the-world,176,What is the World?,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-what-is-the-world,177,What is the World?,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-what-is-truth-the-absolute,136,What is Truth? The Absolute,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-what-is-truth-the-absolute,137,What is Truth? The Absolute,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-what-is-truth-the-absolute,138,What is Truth? The Absolute,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-what-you-are-changes-the-world,285,What You are Changes the World,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-witnessing-and-observing,67,Witnessing and Observing,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-witnessing-and-observing,68,Witnessing and Observing,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-witnessing-and-observing,69,Witnessing and Observing,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-you-are-the-light-of-consciousness,277,You Are the Light of Consciousness,Per-title work under the D6a ruling (exact title group; no substring matching); part rows of one lecture.,approved,2026-08-03
w-a-review-of-the-work-2006,115,A Review of the Work,2006 program (Transcending Levels of Consciousness series); split per owner ruling.,approved,2026-08-03
w-a-review-of-the-work-2006,116,A Review of the Work,2006 program (Transcending Levels of Consciousness series); split per owner ruling.,approved,2026-08-03
w-a-review-of-the-work-2006,117,A Review of the Work,2006 program (Transcending Levels of Consciousness series); split per owner ruling.,approved,2026-08-03
w-a-review-of-the-work-2007,142,A Review of the Work,2007 program (Spiritual Reality & Modern Man series); split per owner ruling.,approved,2026-08-03
w-a-review-of-the-work-2007,143,A Review of the Work,2007 program (Spiritual Reality & Modern Man series); split per owner ruling.,approved,2026-08-03
w-a-review-of-the-work-2007,144,A Review of the Work,2007 program (Spiritual Reality & Modern Man series); split per owner ruling.,approved,2026-08-03
w-satsang-series-jan-2006,344,Satsang Series (Jan 2006),Satsang monthly promoted as a new work (owner-approved 2026-08-03); per-title work per D6a.,approved,2026-08-03
w-satsang-series-mar-2006,345,Satsang Series (Mar 2006),Satsang monthly promoted as a new work (owner-approved 2026-08-03); per-title work per D6a.,approved,2026-08-03
w-satsang-series-may-2006,346,Satsang Series (May 2006),Satsang monthly promoted as a new work (owner-approved 2026-08-03); per-title work per D6a.,approved,2026-08-03
w-satsang-series-jul-2006,347,Satsang Series (Jul 2006),Satsang monthly promoted as a new work (owner-approved 2026-08-03); per-title work per D6a.,approved,2026-08-03
w-satsang-series-sep-2006,348,Satsang Series (Sep 2006),Satsang monthly promoted as a new work (owner-approved 2026-08-03); per-title work per D6a.,approved,2026-08-03
w-satsang-series-nov-2006,349,Satsang Series (Nov 2006),Satsang monthly promoted as a new work (owner-approved 2026-08-03); per-title work per D6a.,approved,2026-08-03
w-satsang-series-jul-2008,350,Satsang Series (Jul 2008),Satsang monthly promoted as a new work (owner-approved 2026-08-03); per-title work per D6a.,approved,2026-08-03
w-satsang-series-jun-2010,351,Satsang Series (Jun 2010),Satsang monthly promoted as a new work (owner-approved 2026-08-03); per-title work per D6a.,approved,2026-08-03
w-satsang-series-sep-2010,352,Satsang Series (Sep 2010),Satsang monthly promoted as a new work (owner-approved 2026-08-03); per-title work per D6a.,approved,2026-08-03
w-giving-up-illness,353,Giving Up Illness through A Course in Miracles© – Audio,Promoted manual candidate 1544; unique presentation on A Course in Miracles,approved,2026-08-03
w-unity-church-sedona-2005,354,Unity Church of Sedona 2005 March (CD),Promoted manual candidate 1546; March 2005 Sedona presentation,approved,2026-08-03
w-unity-church-sedona-2006,355,Unity Church of Sedona 2006 June (CD),Promoted manual candidate 1548; June 2006 Sedona presentation,approved,2026-08-03
w-dont-set-sail-without-a-compass,356,Don’t Set Sail Without A Compass – Audio,Promoted manual candidate 1792; unique presentation,approved,2026-08-03
w-peace-is-the-natural-state,357,Peace is the Natural State – Audio,Promoted manual candidate 1814; unique presentation,approved,2026-08-03
w-essence-of-letting-go,358,The Essence of Letting Go: A Living Transmission of Truth,Promoted manual candidate 55576; original 12-session audio program,approved,2026-08-03
w-orthomolecular-psychiatry,359,Orthomolecular Psychiatry: Treatment of Schizophrenia,"Early psychiatric academic work co-authored with Linus Pauling 1973, promoted for completeness audit 2026-08-04.",approved,2026-08-04
w-qualitative-quantitative-analysis,360,Qualitative and Quantitative Analysis and Calibration of the Level of Human Consciousness,"Doctoral dissertation defining Scale of Consciousness, Veritas 1998, promoted for completeness audit.",approved,2026-08-04
w-dialogues-on-consciousness,361,Dialogues on Consciousness and Spirituality,"Early transcript collection 1998 Veritas Publishing, promoted for completeness audit.",approved,2026-08-04
w-highlights-2002-1-6,362,Highlights of the 2002 Lectures 1-6,Annual Highlights compilation promoted to curated master 2026-08-07 per owner ruling (series Lecture Highlights); per-title work; clips drawn from the covered series lectures (see series_compilation_relationships.csv).,approved,2026-08-07
w-highlights-2002-7-12,363,Highlights of the 2002 Lectures 7-12,Annual Highlights compilation promoted to curated master 2026-08-07 per owner ruling (series Lecture Highlights); per-title work; clips drawn from the covered series lectures (see series_compilation_relationships.csv).,approved,2026-08-07
w-highlights-2003,364,Highlights of the 2003 Lectures,Annual Highlights compilation promoted to curated master 2026-08-07 per owner ruling (series Lecture Highlights); per-title work; clips drawn from the covered series lectures (see series_compilation_relationships.csv).,approved,2026-08-07
w-highlights-2004,365,Highlights of the 2004 Lectures,Annual Highlights compilation promoted to curated master 2026-08-07 per owner ruling (series Lecture Highlights); per-title work; clips drawn from the covered series lectures (see series_compilation_relationships.csv).,approved,2026-08-07
w-highlights-2005,366,Highlights of the 2005 Lectures,Annual Highlights compilation promoted to curated master 2026-08-07 per owner ruling (series Lecture Highlights); per-title work; clips drawn from the covered series lectures (see series_compilation_relationships.csv).,approved,2026-08-07
w-highlights-2006,367,Highlights of the 2006 Lectures,Annual Highlights compilation promoted to curated master 2026-08-07 per owner ruling (series Lecture Highlights); per-title work; clips drawn from the covered series lectures (see series_compilation_relationships.csv).,approved,2026-08-07
w-highlights-2007,368,Highlights of the 2007 Lectures,Annual Highlights compilation promoted to curated master 2026-08-07 per owner ruling (series Lecture Highlights); per-title work; clips drawn from the covered series lectures (see series_compilation_relationships.csv).,approved,2026-08-07
w-discovery,369,The Discovery,Standalone program promoted to curated master 2026-08-07 per owner ruling (unique discovery/Audible candidate); per-title work.,approved,2026-08-07
w-ultimate-library,370,The Ultimate David Hawkins Library,Standalone program promoted to curated master 2026-08-07 per owner ruling (unique discovery/Audible candidate); per-title work.,approved,2026-08-07
w-om,371,OM,Standalone program promoted to curated master 2026-08-07 per owner ruling (unique discovery/Audible candidate); per-title work.,approved,2026-08-07
w-how-to-surrender-to-god,372,How to Surrender to God,Standalone Hay House program promoted to curated master 2026-08-07 per owner ruling; per-title work.,approved,2026-08-07
w-power-vs-force,373,Power vs Force,"Original 1995 Veritas hardcover, non-B&W dust jacket — extra book edition of w-power-vs-force, distinct from current Hay House B&W paperback (286); 373 is the old-cover row, 286 is current.",approved,2026-08-10
