veritas_product_id,official_title,official_product_url,published_date,official_categories,normalized_title_match_count,matched_master_uuids,matched_master_titles,mapping_status,review_notes
50807,Volume VI: How to Raise Your Level of Consciousness,https://veritaspub.com/product/vol-vi-how-to-raise-your-level-of-consciousness/,2007-03-06,,1,213,601 Volume VI-How to Raise Your Level of Consciousness-converted.mp4,matched_by_primary_source,Exact master primary Veritas URL match.
1566,Volume V: Undoing the Barriers to Spiritual Progress,https://veritaspub.com/product/volume-v-undoing-the-barriers-to-spiritual-progress-video/,2007-03-05,,3,210; 211; 212,501 Volume V-Undoing the Barriers to Spiritual Progress (Part 1).mp4 | 502 Volume V-Undoing the Barriers to Spiritual Progress (Part 2)- converted.mp4 | 503 Volume V-Undoing the Barriers to Spiritual Progress (Part 3)- converted.mp4,matched_by_primary_source,Exact master primary Veritas URL match.
1564,Volume IV: Consciousness: How to Tell the Truth About Anything,https://veritaspub.com/product/volume-iv-consciousness-how-to-tell-the-truth-about-anything-video/,2007-03-04,,2,208; 209,401 Volume IV-How to Tell the Truth about Anything (Part 1).mp4 | 402 Volume IV-How to Tell the Truth about Anything (Part 2).mp4,matched_by_primary_source,Exact master primary Veritas URL match.
1562,Volume III: Advanced States of Consciousness,https://veritaspub.com/product/volume-iii-advanced-states-of-consciousness/,2007-03-03,,2,206; 207,301 Volume III-Advanced States of Consciousness (Part 1).mp4 | 302 Volume III-Advanced States of Consciousness (Part 2).mp4,matched_by_primary_source,Exact master primary Veritas URL match.
1584,Satsang Series (Mar 2007),https://veritaspub.com/product/satsang-series-march-2007-cd/,2007-03-03,,1,252,Satsang Series (Mar 2007),matched_by_primary_source,Exact master primary Veritas URL match.
50810,Volume II: Consciousness and Addiction,https://veritaspub.com/product/vol-ii-consciousness-and-addiction/,2007-03-02,,2,204; 205,201 Volume II-Consciousness and Addiction (Part 1).mp4 | 202 Volume II-Consciousness and Addiction (Part 2).mp4,matched_by_primary_source,Exact master primary Veritas URL match.
1568,Volume I: Power vs. Force Muscle Testing,https://veritaspub.com/product/volume-i-power-vs-force-muscle-testing-video/,2007-03-01,,2,202; 203,101 Volume I-Power vs Force (Part 1).mp4 | 102 Volume II-David Hawkins -Applied Kinesiology-Power vs Force - Part 2.mp4,matched_by_primary_source,Exact master primary Veritas URL match.
50749,God vs Science: Limits of the Mind (Feb 2007),https://veritaspub.com/product/2007-02-god-vs-science-limits-of-the-mind-feb-2007/,2007-02-02,,3,127; 128; 129,God vs Science: Limits of the Mind | God vs Science: Limits of the Mind | God vs Science: Limits of the Mind,matched_by_primary_source,Exact master primary Veritas URL match.
1302,Discovery of the Presence of God: Devotional Nonduality,https://veritaspub.com/product/discovery-of-the-presence-of-god-devotional-nonduality-sc/,2007-01-30,,1,292,Discovery of the Presence of God,matched_by_primary_source,Exact master primary Veritas URL match.
1578,Satsang Series (Jan 2007),https://veritaspub.com/product/satsang-series-january-2007-cd/,2007-01-01,,1,251,Satsang Series (Jan 2007),matched_by_primary_source,Exact master primary Veritas URL match.
50687,Is the Miraculous Real? (Dec 2006),https://veritaspub.com/product/2006-12-is-the-miraculous-real-dec-2006/,2006-12-12,,3,124; 125; 126,Is the Miraculous Real? | Is the Miraculous Real? | Is the Miraculous Real?,matched_by_primary_source,Exact master primary Veritas URL match.
1314,Satsang Series (Nov 2006),https://veritaspub.com/product/satsang-series-nov-2006-cd/,2006-11-11,,0,,,unmatched_official_product,No date-specific Satsang master item; retained as official inventory only.
50675,Live Your Life Like a Prayer (Nov 2006),https://veritaspub.com/product/2006-11-live-your-life-like-a-prayer-nov-2006/,2006-11-11,,3,121; 122; 123,Live Your Life Like a Prayer | Live Your Life Like a Prayer | Live Your Life Like a Prayer,matched_by_primary_source,Exact master primary Veritas URL match.
50681,Spiritual Practice and Daily Life (Oct 2006),https://veritaspub.com/product/2006-10-spiritual-practice-and-daily-life-oct-2006/,2006-10-10,,3,118; 119; 120,Spiritual Practice and Daily Life | Spiritual Practice and Daily Life | Spiritual Practice and Daily Life,matched_by_primary_source,Exact master primary Veritas URL match.
1312,Satsang Series (Sep 2006),https://veritaspub.com/product/satsang-series-sept-2006-cd/,2006-09-09,,0,,,unmatched_official_product,No date-specific Satsang master item; retained as official inventory only.
50678,A Review of the Work  (Sep 2006),https://veritaspub.com/product/2006-09-a-review-of-the-work-sept-2006/,2006-09-09,,3,115; 116; 117,A Review of the Work | A Review of the Work | A Review of the Work,matched_by_primary_source,Exact master primary Veritas URL match.
50699,Reason vs Truth (Aug 2006),https://veritaspub.com/product/2006-08-reason-vs-truth-aug-2006/,2006-08-08,,3,112; 113; 114,Reason vs Truth | Reason vs Truth | Reason vs Truth,matched_by_primary_source,Exact master primary Veritas URL match.
1310,Satsang Series (Jul 2006),https://veritaspub.com/product/satsang-series-jul-2006-cd/,2006-07-07,,0,,,unmatched_official_product,No date-specific Satsang master item; retained as official inventory only.
50690,Spiritual Truth vs Spiritual Fantasy (Jun 2006),https://veritaspub.com/product/2006-06-spiritual-truth-vs-spiritual-fantasy-june-2006/,2006-06-06,,3,109; 110; 111,Spiritual Truth vs. Spiritual Fantasy | Spiritual Truth vs. Spiritual Fantasy | Spiritual Truth vs. Spiritual Fantasy,matched_by_primary_source,Exact master primary Veritas URL match.
1308,Satsang Series (May 2006),https://veritaspub.com/product/satsang-series-3-may-10-2006-held-at-the-sedona-creative-life-center-in-sedona-arizona/,2006-05-05,,0,,,unmatched_official_product,No date-specific Satsang master item; retained as official inventory only.
50693,Perception vs Essence (Apr 2006),https://veritaspub.com/product/2006-04-perception-vs-essence-april-2006/,2006-04-04,,3,106; 107; 108,Perception vs Essence | Perception vs Essence | Perception vs Essence,matched_by_primary_source,Exact master primary Veritas URL match.
1306,Satsang Series (Mar 2006),https://veritaspub.com/product/satsang-series-mar-2006-cd/,2006-03-03,,0,,,unmatched_official_product,No date-specific Satsang master item; retained as official inventory only.
50684,Experiential Reality (Feb 2006),https://veritaspub.com/product/2006-02-experiential-reality-feb-2006/,2006-02-02,,3,103; 104; 105,Experiential Reality | Experiential Reality | Experiential Reality,matched_by_primary_source,Exact master primary Veritas URL match.
1304,Satsang Series (Jan 2006),https://veritaspub.com/product/satsang-series-1-january-11-2006-held-at-st-andrews-episcopal-church-in-sedona-arizona/,2006-01-01,,0,,,unmatched_official_product,No date-specific Satsang master item; retained as official inventory only.
50650,"God, Religion, and Spirituality (Dec 2005)",https://veritaspub.com/product/2005-12-god-religion-and-spirituality-dec-2005/,2005-12-12,,3,100; 101; 102,"God, Religion, and Spirituality | God, Religion, and Spirituality | God, Religion, and Spirituality",matched_by_primary_source,Exact master primary Veritas URL match.
50656,Valid Teachers and Teachings (Nov 2005),https://veritaspub.com/product/2005-11-valid-teachers-and-teachings-nov-2005/,2005-11-11,,3,97; 98; 99,Valid Teachers and Teachings | Valid Teachers and Teachings | Valid Teachers and Teachings,matched_by_primary_source,Exact master primary Veritas URL match.
50668,Spiritual Traps (Oct 2005),https://veritaspub.com/product/2005-10-spiritual-traps-october-2005/,2005-10-10,,3,94; 95; 96,Spiritual Traps | Spiritual Traps | Spiritual Traps,matched_by_primary_source,Exact master primary Veritas URL match.
50659,Transcending Obstacles (Sep 2005),https://veritaspub.com/product/2005-09-transcending-obstacles-sept-2005/,2005-09-09,,3,91; 92; 93,Transcending Obstacles | Transcending Obstacles | Transcending Obstacles,matched_by_primary_source,Exact master primary Veritas URL match.
50671,Serenity (Aug 2005),https://veritaspub.com/product/2005-08-serenity-august-2005/,2005-08-08,,3,88; 89; 90,Serenity | Serenity | Serenity,matched_by_primary_source,Exact master primary Veritas URL match.
50647,Conviction (Jul 2005),https://veritaspub.com/product/2005-07-conviction-july-2005/,2005-07-07,,3,85; 86; 87,Conviction | Conviction | Conviction,matched_by_primary_source,Exact master primary Veritas URL match.
50665,Transcending Barriers  (Jun 2005),https://veritaspub.com/product/2005-06-transcending-barriers-june-2005/,2005-06-06,,3,82; 83; 84,Transcending Barriers | Transcending Barriers | Transcending Barriers,matched_by_primary_source,Exact master primary Veritas URL match.
50662,Intention (May 2005),https://veritaspub.com/product/2005-05-intention-may-2005/,2005-05-05,,3,79; 80; 81,Intention | Intention | Intention,matched_by_primary_source,Exact master primary Veritas URL match.
50644,Alignment (Apr 2005),https://veritaspub.com/product/2005-04-alignment-apr-2005/,2005-04-04,,3,76; 77; 78,Alignment | Alignment | Alignment,matched_by_primary_source,Exact master primary Veritas URL match.
50653,Vision (Feb 2005),https://veritaspub.com/product/vision-feb-2005/,2005-02-02,,3,73; 74; 75,Vision | Vision | Vision,matched_by_primary_source,Exact master primary Veritas URL match.
50637,The Ego and The Self (Dec 2004),https://veritaspub.com/product/2004-12-the-ego-and-the-self-december-2004/,2004-12-12,,3,70; 71; 72,The Ego and The Self | The Ego and The Self | The Ego and The Self,matched_by_primary_source,Exact master primary Veritas URL match.
50640,Witnessing and Observing (Oct 2004),https://veritaspub.com/product/2004-10-witnessing-and-observing-october-2004/,2004-10-10,,3,67; 68; 69,Witnessing and Observing | Witnessing and Observing | Witnessing and Observing,matched_by_primary_source,Exact master primary Veritas URL match.
50634,Identification and Illusion (Aug 2004),https://veritaspub.com/product/2004-08-identification-and-illusion-aug-2004/,2004-08-08,,3,64; 65; 66,Identification and Illusion | Identification and Illusion | Identification and Illusion,matched_by_primary_source,Exact master primary Veritas URL match.
50631,Perception and Positionality (Jun 2004),https://veritaspub.com/product/2004-06-perception-and-positionality-june-2004/,2004-06-06,,3,61; 62; 63,Perception and Positionality | Perception and Positionality | Perception and Positionality,matched_by_primary_source,Exact master primary Veritas URL match.
50628,Emotions and Sensations (Apr 2004),https://veritaspub.com/product/2004-04-emotions-and-sensations-april-2004/,2004-04-02,,3,58; 59; 60,Emotions and Sensations | Emotions and Sensations | Emotions and Sensations,matched_by_primary_source,Exact master primary Veritas URL match.
50623,Thought and Ideation (Feb 2004),https://veritaspub.com/product/2004-02-thought-and-ideation-feb-2004/,2004-02-02,,3,55; 56; 57,Thought and Ideation | Thought and Ideation | Thought and Ideation,matched_by_primary_source,Exact master primary Veritas URL match.
50620,"Dialogue, Questions, and Answers (Dec 2003)",https://veritaspub.com/product/dialogue-questions-and-answers-dec-2003/,2003-12-12,,3,52; 53; 54,"Dialogue, Questions, and Answers | Dialogue, Questions, and Answers | Dialogue, Questions, and Answers",matched_by_primary_source,Exact master primary Veritas URL match.
50617,Realization of the Self as the ‘I’ (Nov 2003),https://veritaspub.com/product/2003-11-realization-of-the-self-as-the-i-nov-2003/,2003-11-11,,3,49; 50; 51,Realization of the Self as the 'I' | Realization of the Self as the 'I' | Realization of the Self as the 'I',matched_by_primary_source,Exact master primary Veritas URL match.
50891,Enlightenment (Aug 2003),https://veritaspub.com/product/2003-08-enlightenment-august-2003/,2003-08-08,,3,46; 47; 48,Enlightenment | Enlightenment | Enlightenment,matched_by_primary_source,Exact master primary Veritas URL match.
50610,Spiritual Community (Jun 2003),https://veritaspub.com/product/2003-06-spiritual-community-june-2003/,2003-06-06,,3,43; 44; 45,Spiritual Community | Spiritual Community | Spiritual Community,matched_by_primary_source,Exact master primary Veritas URL match.
50607,Spirituality and the World (Apr 2003),https://veritaspub.com/product/2003-04-spirituality-and-the-world-april-2003/,2003-04-04,,3,40; 41; 42,Spirituality and the World | Spirituality and the World | Spirituality and the World,matched_by_primary_source,Exact master primary Veritas URL match.
50614,Integration of Spirituality and Personal Life (Feb 2003),https://veritaspub.com/product/2003-02-integration-of-spirituality-and-personal-life-feb-2003/,2003-02-02,,3,37; 38; 39,Integration of Spirituality and Personal Life | Integration of Spirituality and Personal Life | Integration of Spirituality and Personal Life,matched_by_primary_source,Exact master primary Veritas URL match.
50601,Realization of the Self: The Final Moments (Dec 2002),https://veritaspub.com/product/2002-12-realization-of-the-self-the-final-moments-dec-2002/,2002-12-12,,3,34; 35; 36,Realization of the Self: The Final Moments | Realization of the Self: The Final Moments | Realization of the Self: The Final Moments,matched_by_primary_source,Exact master primary Veritas URL match.
50598,God: Transcendent and Immanent (Nov 2002),https://veritaspub.com/product/2002-11-god-transcendent-and-immanent-nov-2002/,2002-11-11,,3,31; 32; 33,God: Transcendent and Immanent | God: Transcendent and Immanent | God: Transcendent and Immanent,matched_by_primary_source,Exact master primary Veritas URL match.
50595,Karma and the Afterlife (Oct 2002),https://veritaspub.com/product/2002-10-karma-and-the-afterlife-oct-2002-streaming/,2002-10-10,,3,28; 29; 30,Karma and the Afterlife | Karma and the Afterlife | Karma and the Afterlife,matched_by_primary_source,Exact master primary Veritas URL match.
50592,Devotion: The Way to God Through the Heart (Sep 2002),https://veritaspub.com/product/2002-09-devotion-the-way-to-god-through-the-heart-sept-2002/,2002-09-09,,3,25; 26; 27,Devotion: The Way to God Through the Heart | Devotion: The Way to God Through the Heart | Devotion: The Way to God Through the Heart,matched_by_primary_source,Exact master primary Veritas URL match.
50589,Advaita: The Way to God Through Mind (Aug 2002),https://veritaspub.com/product/2002-08-advaita-the-way-to-god-through-mind/,2002-08-08,,3,22; 23; 24,Advaita: The Way to God Through Mind | Advaita: The Way to God Through Mind | Advaita: The Way to God Through Mind,matched_by_primary_source,Exact master primary Veritas URL match.
50586,The Nature of Divinity vs Religious Fallacy (Jul 2002),https://veritaspub.com/product/2002-07-the-nature-of-divinity-vs-religious-fallacy-jul-2002/,2002-07-07,,3,19; 20; 21,The Nature of Divinity vs Religious Fallacy | The Nature of Divinity vs Religious Fallacy | The Nature of Divinity vs Religious Fallacy,matched_by_primary_source,Exact master primary Veritas URL match.
50583,Realizing the Root of Consciousness: Meditative and Contemplative Techniques (Jun 2002),https://veritaspub.com/product/2002-06-realizing-the-root-of-consciousness-meditative-and-contemplative-techniques-jun-2002/,2002-06-06,,3,16; 17; 18,Realizing the Root of Consciousness: Meditative and Contemplative Techniques | Realizing the Root of Consciousness: Meditative and Contemplative Techniques | Realizing the Root of Consciousness: Meditative and Contemplative Techniques,matched_by_primary_source,Exact master primary Veritas URL match.
50580,Perception and Illusion: Distortions of Reality (May 2002),https://veritaspub.com/product/2002-05-perception-and-illusion-distortions-of-reality-may-2002/,2002-05-05,,3,13; 14; 15,Perception and Illusion: Distortions of Reality | Perception and Illusion: Distortions of Reality | Perception and Illusion: Distortions of Reality,matched_by_primary_source,Exact master primary Veritas URL match.
50577,Positionality and Duality: Transcending the Opposites (Apr 2002),https://veritaspub.com/product/2002-04-positionality-and-duality-transcending-the-opposites-apr-2002/,2002-04-04,,3,10; 11; 12,Positionality and Duality: Transcending the Opposites | Positionality and Duality: Transcending the Opposites | Positionality and Duality: Transcending the Opposites,matched_by_primary_source,Exact master primary Veritas URL match.
50574,The Levels of Consciousness: Subjective & Social Consequences (Mar 2002),https://veritaspub.com/product/2002-03-the-levels-of-consciousness-subjective-social-consequences-mar-2002/,2002-03-03,,3,7; 8; 9,The Levels of Consciousness: Subjective & Social Consequences | The Levels of Consciousness: Subjective & Social Consequences | The Levels of Consciousness: Subjective & Social Consequences,matched_by_primary_source,Exact master primary Veritas URL match.
52164,Radical Subjectivity: The ‘I’ of Self (Feb 2002),https://veritaspub.com/product/radical-subjectivity-the-i-of-self-feb-2002/,2002-02-01,,3,4; 5; 6,Radical Subjectivity: The 'I' of Self | Radical Subjectivity: The 'I' of Self | Radical Subjectivity: The 'I' of Self,matched_by_primary_source,Exact master primary Veritas URL match.
50567,Causality: The Ego’s Foundation (Jan 2002),https://veritaspub.com/product/2002-01-causality-the-egos-foundation-jan-2002/,2002-01-15,,3,1; 2; 3,Causality: The Ego's Foundation | Causality: The Ego's Foundation | Causality: The Ego's Foundation,matched_by_primary_source,Exact master primary Veritas URL match.
44429,Highlights of the 2007 Lectures,https://veritaspub.com/product/highlights-of-the-2007-lectures/,2001-01-07,,0,,,compilation_or_new_edition,Identified as a compilation of highlights or Q&A.
40747,Highlights of the 2006 Lectures,https://veritaspub.com/product/highlights-of-the-lectures-of-2006/,2001-01-06,,0,,,compilation_or_new_edition,Identified as a compilation of highlights or Q&A.
39238,Highlights of the 2005 Lectures,https://veritaspub.com/product/highlights-lectures-2005/,2001-01-05,,0,,,compilation_or_new_edition,Identified as a compilation of highlights or Q&A.
36857,Highlights of the 2004 Lectures,https://veritaspub.com/product/highlights-of-the-lectures-of-2004/,2001-01-04,,0,,,compilation_or_new_edition,Identified as a compilation of highlights or Q&A.
1824,Highlights of the 2003 Lectures,https://veritaspub.com/product/highlights-of-the-lectures-of-2003/,2001-01-03,,0,,,compilation_or_new_edition,Identified as a compilation of highlights or Q&A.
1808,Highlights of the 2002 Lectures 7-12,https://veritaspub.com/product/highlights-of-the-last-6-lectures-of-2002/,2001-01-02,,0,,,compilation_or_new_edition,Identified as a compilation of highlights or Q&A.
1800,Highlights of the 2002 Lectures 1-6,https://veritaspub.com/product/the-way-to-god-highlights-of-the-first-6-lectures-of-2002-dvd/,2001-01-01,,0,,,compilation_or_new_edition,Identified as a compilation of highlights or Q&A.
