raw_row_number,disposition,review_reason,proposed_series,proposed_title,proposed_item_type,proposed_year,proposed_month,proposed_format,proposed_format_detail,proposed_owned,proposed_source_url_veritas,raw_uuid,raw_tempid,raw_title,raw_we_have,raw_original_source,raw_unnamed_5,raw_format,raw_product_link,raw_unnamed_8,raw_unnamed_9,raw_unnamed_10,raw_unnamed_11,raw_other_links
75,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending the Mind,Identification and Illusion (Aug 2004) DVD01,lecture,2004,08,DVD,Part 1,True,https://veritaspub.com/product/2004-08-identification-and-illusion-aug-2004/,,LS200404_1,Identification and Illusion (Aug 2004) DVD01,✅,veritas,,,https://veritaspub.com/product/2004-08-identification-and-illusion-aug-2004/,,,,,
76,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending the Mind,Identification and Illusion (Aug 2004) DVD02,lecture,2004,08,DVD,Part 2,True,https://veritaspub.com/product/2004-08-identification-and-illusion-aug-2004/,,LS200404_2,Identification and Illusion (Aug 2004) DVD02,✅,veritas,,,https://veritaspub.com/product/2004-08-identification-and-illusion-aug-2004/,,,,,
77,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending the Mind,Identification and Illusion (Aug 2004) DVD03,lecture,2004,08,DVD,Part 3,True,https://veritaspub.com/product/2004-08-identification-and-illusion-aug-2004/,,LS200404_3,Identification and Illusion (Aug 2004) DVD03,✅,veritas,,,https://veritaspub.com/product/2004-08-identification-and-illusion-aug-2004/,,,,,
78,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending the Mind,Witnessing and Observing (Oct 2004) DVD01,lecture,2004,10,DVD,Part 1,True,https://veritaspub.com/product/2004-10-witnessing-and-observing-october-2004/,,LS200405_1,Witnessing and Observing (Oct 2004) DVD01,✅,veritas,,,https://veritaspub.com/product/2004-10-witnessing-and-observing-october-2004/,,,,,
79,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending the Mind,Witnessing and Observing (Oct 2004) DVD02,lecture,2004,10,DVD,Part 2,True,https://veritaspub.com/product/2004-10-witnessing-and-observing-october-2004/,,LS200405_2,Witnessing and Observing (Oct 2004) DVD02,✅,veritas,,,https://veritaspub.com/product/2004-10-witnessing-and-observing-october-2004/,,,,,
80,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending the Mind,Witnessing and Observing (Oct 2004) DVD03,lecture,2004,10,DVD,Part 3,True,https://veritaspub.com/product/2004-10-witnessing-and-observing-october-2004/,,LS200405_3,Witnessing and Observing (Oct 2004) DVD03,✅,veritas,,,https://veritaspub.com/product/2004-10-witnessing-and-observing-october-2004/,,,,,
81,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending the Mind,The Ego and The Self (Dec 2004) DVD01,lecture,2004,12,DVD,Part 1,True,https://veritaspub.com/product/2004-12-the-ego-and-the-self-december-2004/,,LS200406_1,The Ego and The Self (Dec 2004) DVD01,✅,veritas,,,https://veritaspub.com/product/2004-12-the-ego-and-the-self-december-2004/,,,,,
82,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending the Mind,The Ego and The Self (Dec 2004) DVD02,lecture,2004,12,DVD,Part 2,True,https://veritaspub.com/product/2004-12-the-ego-and-the-self-december-2004/,,LS200406_2,The Ego and The Self (Dec 2004) DVD02,✅,veritas,,,https://veritaspub.com/product/2004-12-the-ego-and-the-self-december-2004/,,,,,
83,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending the Mind,The Ego and The Self (Dec 2004) DVD03,lecture,2004,12,DVD,Part 3,True,https://veritaspub.com/product/2004-12-the-ego-and-the-self-december-2004/,,LS200406_3,The Ego and The Self (Dec 2004) DVD03,✅,veritas,,,https://veritaspub.com/product/2004-12-the-ego-and-the-self-december-2004/,,,,,
84,series_context,Annual lecture-series heading.,,,,,,,,,,,,Series 2005: Nonduality Intensive,,,,,,,,,,
85,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,Vision (Feb 2005) DVD01,lecture,2005,02,DVD,Part 1,True,https://veritaspub.com/product/vision-feb-2005/,,LS200501_1,Vision (Feb 2005) DVD01,✅,veritas,,,https://veritaspub.com/product/vision-feb-2005/,,,,,
86,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,Vision (Feb 2005) DVD02,lecture,2005,02,DVD,Part 2,True,https://veritaspub.com/product/vision-feb-2005/,,LS200501_2,Vision (Feb 2005) DVD02,✅,veritas,,,https://veritaspub.com/product/vision-feb-2005/,,,,,
87,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,Vision (Feb 2005) DVD03,lecture,2005,02,DVD,Part 3,True,https://veritaspub.com/product/vision-feb-2005/,,LS200501_3,Vision (Feb 2005) DVD03,✅,veritas,,,https://veritaspub.com/product/vision-feb-2005/,,,,,
88,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,Alignment (Apr 2005) DVD01,lecture,2005,04,DVD,Part 1,True,https://veritaspub.com/product/2005-04-alignment-apr-2005/,,LS200502_1,Alignment (Apr 2005) DVD01,✅,veritas,,,https://veritaspub.com/product/2005-04-alignment-apr-2005/,,,,,
89,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,Alignment (Apr 2005) DVD02,lecture,2005,04,DVD,Part 2,True,https://veritaspub.com/product/2005-04-alignment-apr-2005/,,LS200502_2,Alignment (Apr 2005) DVD02,✅,veritas,,,https://veritaspub.com/product/2005-04-alignment-apr-2005/,,,,,
90,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,Alignment (Apr 2005) DVD03,lecture,2005,04,DVD,Part 3,True,https://veritaspub.com/product/2005-04-alignment-apr-2005/,,LS200502_3,Alignment (Apr 2005) DVD03,✅,veritas,,,https://veritaspub.com/product/2005-04-alignment-apr-2005/,,,,,
91,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,Intention (May 2005) DVD01,lecture,2005,05,DVD,Part 1,True,https://veritaspub.com/product/2005-05-intention-may-2005/,,LS200503_1,Intention (May 2005) DVD01,✅,veritas,,,https://veritaspub.com/product/2005-05-intention-may-2005/,,,,,
92,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,Intention (May 2005) DVD02,lecture,2005,05,DVD,Part 2,True,https://veritaspub.com/product/2005-05-intention-may-2005/,,LS200503_2,Intention (May 2005) DVD02,✅,veritas,,,https://veritaspub.com/product/2005-05-intention-may-2005/,,,,,
93,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,Intention (May 2005) DVD03,lecture,2005,05,DVD,Part 3,True,https://veritaspub.com/product/2005-05-intention-may-2005/,,LS200503_3,Intention (May 2005) DVD03,✅,veritas,,,https://veritaspub.com/product/2005-05-intention-may-2005/,,,,,
94,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,Transcending Barriers (Jun 2005) DVD01,lecture,2005,06,DVD,Part 1,True,https://veritaspub.com/product/2005-06-transcending-barriers-june-2005/,,LS200504_1,Transcending Barriers (Jun 2005) DVD01,✅,veritas,,,https://veritaspub.com/product/2005-06-transcending-barriers-june-2005/,,,,,
95,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,Transcending Barriers (Jun 2005) DVD02,lecture,2005,06,DVD,Part 2,True,https://veritaspub.com/product/2005-06-transcending-barriers-june-2005/,,LS200504_2,Transcending Barriers (Jun 2005) DVD02,✅,veritas,,,https://veritaspub.com/product/2005-06-transcending-barriers-june-2005/,,,,,
96,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,Transcending Barriers (Jun 2005) DVD03,lecture,2005,06,DVD,Part 3,True,https://veritaspub.com/product/2005-06-transcending-barriers-june-2005/,,LS200504_3,Transcending Barriers (Jun 2005) DVD03,✅,veritas,,,https://veritaspub.com/product/2005-06-transcending-barriers-june-2005/,,,,,
97,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,Conviction (Jul 2005) DVD01,lecture,2005,07,DVD,Part 1,True,https://veritaspub.com/product/2005-07-conviction-july-2005/,,LS200505_1,Conviction (Jul 2005) DVD01,✅,veritas,,,https://veritaspub.com/product/2005-07-conviction-july-2005/,,,,,
98,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,Conviction (Jul 2005) DVD02,lecture,2005,07,DVD,Part 2,True,https://veritaspub.com/product/2005-07-conviction-july-2005/,,LS200505_2,Conviction (Jul 2005) DVD02,✅,veritas,,,https://veritaspub.com/product/2005-07-conviction-july-2005/,,,,,
99,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,Conviction (Jul 2005) DVD03,lecture,2005,07,DVD,Part 3,True,https://veritaspub.com/product/2005-07-conviction-july-2005/,,LS200505_3,Conviction (Jul 2005) DVD03,✅,veritas,,,https://veritaspub.com/product/2005-07-conviction-july-2005/,,,,,
100,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,Serenity (Aug 2005) DVD01,lecture,2005,08,DVD,Part 1,True,https://veritaspub.com/product/2005-08-serenity-august-2005/,,LS200506_1,Serenity (Aug 2005) DVD01,✅,veritas,,,https://veritaspub.com/product/2005-08-serenity-august-2005/,,,,,
101,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,Serenity (Aug 2005) DVD02,lecture,2005,08,DVD,Part 2,True,https://veritaspub.com/product/2005-08-serenity-august-2005/,,LS200506_2,Serenity (Aug 2005) DVD02,✅,veritas,,,https://veritaspub.com/product/2005-08-serenity-august-2005/,,,,,
102,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,Serenity (Aug 2005) DVD03,lecture,2005,08,DVD,Part 3,True,https://veritaspub.com/product/2005-08-serenity-august-2005/,,LS200506_3,Serenity (Aug 2005) DVD03,✅,veritas,,,https://veritaspub.com/product/2005-08-serenity-august-2005/,,,,,
103,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,Transcending Obstacles (Sep 2005) DVD01,lecture,2005,09,DVD,Part 1,True,https://veritaspub.com/product/2005-09-transcending-obstacles-sept-2005/,,LS200507_1,Transcending Obstacles (Sep 2005) DVD01,✅,veritas,,,https://veritaspub.com/product/2005-09-transcending-obstacles-sept-2005/,,,,,
104,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,Transcending Obstacles (Sep 2005) DVD02,lecture,2005,09,DVD,Part 2,True,https://veritaspub.com/product/2005-09-transcending-obstacles-sept-2005/,,LS200507_2,Transcending Obstacles (Sep 2005) DVD02,✅,veritas,,,https://veritaspub.com/product/2005-09-transcending-obstacles-sept-2005/,,,,,
105,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,Transcending Obstacles (Sep 2005) DVD03,lecture,2005,09,DVD,Part 3,True,https://veritaspub.com/product/2005-09-transcending-obstacles-sept-2005/,,LS200507_3,Transcending Obstacles (Sep 2005) DVD03,✅,veritas,,,https://veritaspub.com/product/2005-09-transcending-obstacles-sept-2005/,,,,,
106,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,Spiritual Traps (Oct 2005) DVD01,lecture,2005,10,DVD,Part 1,True,https://veritaspub.com/product/2005-10-spiritual-traps-october-2005/,,LS200508_1,Spiritual Traps (Oct 2005) DVD01,✅,veritas,,,https://veritaspub.com/product/2005-10-spiritual-traps-october-2005/,,,,,
107,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,Spiritual Traps (Oct 2005) DVD02,lecture,2005,10,DVD,Part 2,True,https://veritaspub.com/product/2005-10-spiritual-traps-october-2005/,,LS200508_2,Spiritual Traps (Oct 2005) DVD02,✅,veritas,,,https://veritaspub.com/product/2005-10-spiritual-traps-october-2005/,,,,,
108,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,Spiritual Traps (Oct 2005) DVD03,lecture,2005,10,DVD,Part 3,True,https://veritaspub.com/product/2005-10-spiritual-traps-october-2005/,,LS200508_3,Spiritual Traps (Oct 2005) DVD03,✅,veritas,,,https://veritaspub.com/product/2005-10-spiritual-traps-october-2005/,,,,,
109,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,Valid Teachers and Teachings (Nov 2005) DVD01,lecture,2005,11,DVD,Part 1,True,https://veritaspub.com/product/2005-11-valid-teachers-and-teachings-nov-2005/,,LS200509_1,Valid Teachers and Teachings (Nov 2005) DVD01,✅,veritas,,,https://veritaspub.com/product/2005-11-valid-teachers-and-teachings-nov-2005/,,,,,
110,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,Valid Teachers and Teachings (Nov 2005) DVD02,lecture,2005,11,DVD,Part 2,True,https://veritaspub.com/product/2005-11-valid-teachers-and-teachings-nov-2005/,,LS200509_2,Valid Teachers and Teachings (Nov 2005) DVD02,✅,veritas,,,https://veritaspub.com/product/2005-11-valid-teachers-and-teachings-nov-2005/,,,,,
111,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,Valid Teachers and Teachings (Nov 2005) DVD03,lecture,2005,11,DVD,Part 3,True,https://veritaspub.com/product/2005-11-valid-teachers-and-teachings-nov-2005/,,LS200509_3,Valid Teachers and Teachings (Nov 2005) DVD03,✅,veritas,,,https://veritaspub.com/product/2005-11-valid-teachers-and-teachings-nov-2005/,,,,,
112,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,"God, Religion, and Spirituality (Dec 2005) DVD01",lecture,2005,12,DVD,Part 1,True,https://veritaspub.com/product/2005-12-god-religion-and-spirituality-dec-2005/,,LS200510_1,"God, Religion, and Spirituality (Dec 2005) DVD01",✅,veritas,,,https://veritaspub.com/product/2005-12-god-religion-and-spirituality-dec-2005/,,,,,
113,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,"God, Religion, and Spirituality (Dec 2005) DVD02",lecture,2005,12,DVD,Part 2,True,https://veritaspub.com/product/2005-12-god-religion-and-spirituality-dec-2005/,,LS200510_2,"God, Religion, and Spirituality (Dec 2005) DVD02",✅,veritas,,,https://veritaspub.com/product/2005-12-god-religion-and-spirituality-dec-2005/,,,,,
114,item,Item candidate indicated by ownership status and/or legacy tempid.,Nonduality Intensive,"God, Religion, and Spirituality (Dec 2005) DVD03",lecture,2005,12,DVD,Part 3,True,https://veritaspub.com/product/2005-12-god-religion-and-spirituality-dec-2005/,,LS200510_3,"God, Religion, and Spirituality (Dec 2005) DVD03",✅,veritas,,,https://veritaspub.com/product/2005-12-god-religion-and-spirituality-dec-2005/,,,,,
115,series_context,Annual lecture-series heading.,,,,,,,,,,,,Series 2006: Transcending Levels of Consciousness,,,,,,,,,,
116,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending Levels of Consciousness,Experiential Reality (Feb 2006) DVD01,lecture,2006,02,DVD,Part 1,True,https://veritaspub.com/product/2006-02-experiential-reality-feb-2006/,,LS200601_1,Experiential Reality (Feb 2006) DVD01,✅,veritas,,,https://veritaspub.com/product/2006-02-experiential-reality-feb-2006/,,,,,
117,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending Levels of Consciousness,Experiential Reality (Feb 2006) DVD02,lecture,2006,02,DVD,Part 2,True,https://veritaspub.com/product/2006-02-experiential-reality-feb-2006/,,LS200601_2,Experiential Reality (Feb 2006) DVD02,✅,veritas,,,https://veritaspub.com/product/2006-02-experiential-reality-feb-2006/,,,,,
118,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending Levels of Consciousness,Experiential Reality (Feb 2006) DVD03,lecture,2006,02,DVD,Part 3,True,https://veritaspub.com/product/2006-02-experiential-reality-feb-2006/,,LS200601_3,Experiential Reality (Feb 2006) DVD03,✅,veritas,,,https://veritaspub.com/product/2006-02-experiential-reality-feb-2006/,,,,,
119,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending Levels of Consciousness,Perception vs Essence (Apr 2006) DVD01,lecture,2006,04,DVD,Part 1,True,https://veritaspub.com/product/2006-04-perception-vs-essence-april-2006/,,LS200602_1,Perception vs Essence (Apr 2006) DVD01,✅,veritas,,,https://veritaspub.com/product/2006-04-perception-vs-essence-april-2006/,,,,,
120,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending Levels of Consciousness,Perception vs Essence (Apr 2006) DVD02,lecture,2006,04,DVD,Part 2,True,https://veritaspub.com/product/2006-04-perception-vs-essence-april-2006/,,LS200602_2,Perception vs Essence (Apr 2006) DVD02,✅,veritas,,,https://veritaspub.com/product/2006-04-perception-vs-essence-april-2006/,,,,,
121,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending Levels of Consciousness,Perception vs Essence (Apr 2006) DVD03,lecture,2006,04,DVD,Part 3,True,https://veritaspub.com/product/2006-04-perception-vs-essence-april-2006/,,LS200602_3,Perception vs Essence (Apr 2006) DVD03,✅,veritas,,,https://veritaspub.com/product/2006-04-perception-vs-essence-april-2006/,,,,,
122,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending Levels of Consciousness,Spiritual Truth vs. Spiritual Fantasy (Jun 2006) DVD01,lecture,2006,06,DVD,Part 1,True,https://veritaspub.com/product/2006-06-spiritual-truth-vs-spiritual-fantasy-june-2006/,,LS200603_1,Spiritual Truth vs. Spiritual Fantasy (Jun 2006) DVD01,✅,veritas,,,https://veritaspub.com/product/2006-06-spiritual-truth-vs-spiritual-fantasy-june-2006/,,,,,
123,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending Levels of Consciousness,Spiritual Truth vs. Spiritual Fantasy (Jun 2006) DVD02,lecture,2006,06,DVD,Part 2,True,https://veritaspub.com/product/2006-06-spiritual-truth-vs-spiritual-fantasy-june-2006/,,LS200603_2,Spiritual Truth vs. Spiritual Fantasy (Jun 2006) DVD02,✅,veritas,,,https://veritaspub.com/product/2006-06-spiritual-truth-vs-spiritual-fantasy-june-2006/,,,,,
124,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending Levels of Consciousness,Spiritual Truth vs. Spiritual Fantasy (Jun 2006) DVD03,lecture,2006,06,DVD,Part 3,True,https://veritaspub.com/product/2006-06-spiritual-truth-vs-spiritual-fantasy-june-2006/,,LS200603_3,Spiritual Truth vs. Spiritual Fantasy (Jun 2006) DVD03,✅,veritas,,,https://veritaspub.com/product/2006-06-spiritual-truth-vs-spiritual-fantasy-june-2006/,,,,,
125,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending Levels of Consciousness,Reason vs Truth (Aug 2006) DVD01,lecture,2006,08,DVD,Part 1,True,https://veritaspub.com/product/2006-08-reason-vs-truth-aug-2006/,,LS200604_1,Reason vs Truth (Aug 2006) DVD01,✅,veritas,,,https://veritaspub.com/product/2006-08-reason-vs-truth-aug-2006/,,,,,
126,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending Levels of Consciousness,Reason vs Truth (Aug 2006) DVD02,lecture,2006,08,DVD,Part 2,True,https://veritaspub.com/product/2006-08-reason-vs-truth-aug-2006/,,LS200604_2,Reason vs Truth (Aug 2006) DVD02,✅,veritas,,,https://veritaspub.com/product/2006-08-reason-vs-truth-aug-2006/,,,,,
127,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending Levels of Consciousness,Reason vs Truth (Aug 2006) DVD03,lecture,2006,08,DVD,Part 3,True,https://veritaspub.com/product/2006-08-reason-vs-truth-aug-2006/,,LS200604_3,Reason vs Truth (Aug 2006) DVD03,✅,veritas,,,https://veritaspub.com/product/2006-08-reason-vs-truth-aug-2006/,,,,,
128,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending Levels of Consciousness,A Review of the Work (Sep 2006) DVD01,lecture,2006,09,DVD,Part 1,True,https://veritaspub.com/product/2006-09-a-review-of-the-work-sept-2006/,,LS200605_1,A Review of the Work (Sep 2006) DVD01,✅,veritas,,,https://veritaspub.com/product/2006-09-a-review-of-the-work-sept-2006/,,,,,
129,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending Levels of Consciousness,A Review of the Work (Sep 2006) DVD02,lecture,2006,09,DVD,Part 2,True,https://veritaspub.com/product/2006-09-a-review-of-the-work-sept-2006/,,LS200605_2,A Review of the Work (Sep 2006) DVD02,✅,veritas,,,https://veritaspub.com/product/2006-09-a-review-of-the-work-sept-2006/,,,,,
130,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending Levels of Consciousness,A Review of the Work (Sep 2006) DVD03,lecture,2006,09,DVD,Part 3,True,https://veritaspub.com/product/2006-09-a-review-of-the-work-sept-2006/,,LS200605_3,A Review of the Work (Sep 2006) DVD03,✅,veritas,,,https://veritaspub.com/product/2006-09-a-review-of-the-work-sept-2006/,,,,,
131,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending Levels of Consciousness,Spiritual Practice and Daily Life (Oct 2006) DVD01,lecture,2006,10,DVD,Part 1,True,https://veritaspub.com/product/2006-10-spiritual-practice-and-daily-life-oct-2006/,,LS200606_1,Spiritual Practice and Daily Life (Oct 2006) DVD01,✅,veritas,,,https://veritaspub.com/product/2006-10-spiritual-practice-and-daily-life-oct-2006/,,,,,
132,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending Levels of Consciousness,Spiritual Practice and Daily Life (Oct 2006) DVD02,lecture,2006,10,DVD,Part 2,True,https://veritaspub.com/product/2006-10-spiritual-practice-and-daily-life-oct-2006/,,LS200606_2,Spiritual Practice and Daily Life (Oct 2006) DVD02,✅,veritas,,,https://veritaspub.com/product/2006-10-spiritual-practice-and-daily-life-oct-2006/,,,,,
133,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending Levels of Consciousness,Spiritual Practice and Daily Life (Oct 2006) DVD03,lecture,2006,10,DVD,Part 3,True,https://veritaspub.com/product/2006-10-spiritual-practice-and-daily-life-oct-2006/,,LS200606_3,Spiritual Practice and Daily Life (Oct 2006) DVD03,✅,veritas,,,https://veritaspub.com/product/2006-10-spiritual-practice-and-daily-life-oct-2006/,,,,,
134,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending Levels of Consciousness,Live Your Life Like a Prayer (Nov 2006) DVD01,lecture,2006,11,DVD,Part 1,True,https://veritaspub.com/product/2006-11-live-your-life-like-a-prayer-nov-2006/,,LS200607_1,Live Your Life Like a Prayer (Nov 2006) DVD01,✅,veritas,,,https://veritaspub.com/product/2006-11-live-your-life-like-a-prayer-nov-2006/,,,,,
135,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending Levels of Consciousness,Live Your Life Like a Prayer (Nov 2006) DVD02,lecture,2006,11,DVD,Part 2,True,https://veritaspub.com/product/2006-11-live-your-life-like-a-prayer-nov-2006/,,LS200607_2,Live Your Life Like a Prayer (Nov 2006) DVD02,✅,veritas,,,https://veritaspub.com/product/2006-11-live-your-life-like-a-prayer-nov-2006/,,,,,
136,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending Levels of Consciousness,Live Your Life Like a Prayer (Nov 2006) DVD03,lecture,2006,11,DVD,Part 3,True,https://veritaspub.com/product/2006-11-live-your-life-like-a-prayer-nov-2006/,,LS200607_3,Live Your Life Like a Prayer (Nov 2006) DVD03,✅,veritas,,,https://veritaspub.com/product/2006-11-live-your-life-like-a-prayer-nov-2006/,,,,,
137,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending Levels of Consciousness,Is the Miraculous Real? (Dec 2006) DVD01,lecture,2006,12,DVD,Part 1,True,https://veritaspub.com/product/2006-12-is-the-miraculous-real-dec-2006/,,LS200608_1,Is the Miraculous Real? (Dec 2006) DVD01,✅,veritas,,,https://veritaspub.com/product/2006-12-is-the-miraculous-real-dec-2006/,,,,,
138,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending Levels of Consciousness,Is the Miraculous Real? (Dec 2006) DVD02,lecture,2006,12,DVD,Part 2,True,https://veritaspub.com/product/2006-12-is-the-miraculous-real-dec-2006/,,LS200608_2,Is the Miraculous Real? (Dec 2006) DVD02,✅,veritas,,,https://veritaspub.com/product/2006-12-is-the-miraculous-real-dec-2006/,,,,,
139,item,Item candidate indicated by ownership status and/or legacy tempid.,Transcending Levels of Consciousness,Is the Miraculous Real? (Dec 2006) DVD03,lecture,2006,12,DVD,Part 3,True,https://veritaspub.com/product/2006-12-is-the-miraculous-real-dec-2006/,,LS200608_3,Is the Miraculous Real? (Dec 2006) DVD03,✅,veritas,,,https://veritaspub.com/product/2006-12-is-the-miraculous-real-dec-2006/,,,,,
140,series_context,Annual lecture-series heading.,,,,,,,,,,,,Series 2007: Spiritual Reality & Modern Man,,,,,,,,,,
141,item,Item candidate indicated by ownership status and/or legacy tempid.,Spiritual Reality & Modern Man,God vs Science: Limits of the Mind (Feb 2007) DVD01,lecture,2007,02,DVD,Part 1,True,https://veritaspub.com/product/2007-02-god-vs-science-limits-of-the-mind-feb-2007/,,LS200701_1,God vs Science: Limits of the Mind (Feb 2007) DVD01,✅,veritas,,,https://veritaspub.com/product/2007-02-god-vs-science-limits-of-the-mind-feb-2007/,,,,,
142,item,Item candidate indicated by ownership status and/or legacy tempid.,Spiritual Reality & Modern Man,God vs Science: Limits of the Mind (Feb 2007) DVD02,lecture,2007,02,DVD,Part 2,True,https://veritaspub.com/product/2007-02-god-vs-science-limits-of-the-mind-feb-2007/,,LS200701_2,God vs Science: Limits of the Mind (Feb 2007) DVD02,✅,veritas,,,https://veritaspub.com/product/2007-02-god-vs-science-limits-of-the-mind-feb-2007/,,,,,
143,item,Item candidate indicated by ownership status and/or legacy tempid.,Spiritual Reality & Modern Man,God vs Science: Limits of the Mind (Feb 2007) DVD03,lecture,2007,02,DVD,Part 3,True,https://veritaspub.com/product/2007-02-god-vs-science-limits-of-the-mind-feb-2007/,,LS200701_3,God vs Science: Limits of the Mind (Feb 2007) DVD03,✅,veritas,,,https://veritaspub.com/product/2007-02-god-vs-science-limits-of-the-mind-feb-2007/,,,,,
144,item,Item candidate indicated by ownership status and/or legacy tempid.,Spiritual Reality & Modern Man,Relativism vs Reality (Apr 2007) DVD01,lecture,2007,,DVD,Part 1,True,,,LS200702_1,Relativism vs Reality (Apr 2007) DVD01,✅,veritas,,,,,,,,
145,item,Item candidate indicated by ownership status and/or legacy tempid.,Spiritual Reality & Modern Man,Relativism vs Reality (Apr 2007) DVD02,lecture,2007,,DVD,Part 2,True,,,LS200702_2,Relativism vs Reality (Apr 2007) DVD02,✅,veritas,,,,,,,,
146,item,Item candidate indicated by ownership status and/or legacy tempid.,Spiritual Reality & Modern Man,Relativism vs Reality (Apr 2007) DVD03,lecture,2007,,DVD,Part 3,True,,,LS200702_3,Relativism vs Reality (Apr 2007) DVD03,✅,veritas,,,,,,,,
147,item,Item candidate indicated by ownership status and/or legacy tempid.,Spiritual Reality & Modern Man,What is 'Real'? (Jun 2007) DVD01,lecture,2007,06,DVD,Part 1,True,https://veritaspub.com/product/2007-06-what-is-real-june-2007/,,LS200703_1,What is 'Real'? (Jun 2007) DVD01,✅,veritas,,,https://veritaspub.com/product/2007-06-what-is-real-june-2007/,,,,,
148,item,Item candidate indicated by ownership status and/or legacy tempid.,Spiritual Reality & Modern Man,What is 'Real'? (Jun 2007) DVD02,lecture,2007,06,DVD,Part 2,True,https://veritaspub.com/product/2007-06-what-is-real-june-2007/,,LS200703_2,What is 'Real'? (Jun 2007) DVD02,✅,veritas,,,https://veritaspub.com/product/2007-06-what-is-real-june-2007/,,,,,
149,item,Item candidate indicated by ownership status and/or legacy tempid.,Spiritual Reality & Modern Man,What is 'Real'? (Jun 2007) DVD03,lecture,2007,06,DVD,Part 3,True,https://veritaspub.com/product/2007-06-what-is-real-june-2007/,,LS200703_3,What is 'Real'? (Jun 2007) DVD03,✅,veritas,,,https://veritaspub.com/product/2007-06-what-is-real-june-2007/,,,,,
